,Music1,Music2,Distance
475,Blurred Lines,Thrift Shop,39.2455012548566
476,Blurred Lines,Un-Break My Heart,46.60381762646365
477,Blurred Lines,Uptown Funk,10.617485556658698
478,Blurred Lines,Wabash Cannonball,76.11320299318238
479,Blurred Lines,Waka Waka (This Time for Africa),17.866237156368594
480,Blurred Lines,We Are the World,18.318073324679222
481,Blurred Lines,Y.M.C.A.,259.61366368210656
482,Blurred Lines,"Yes Sir, I Can Boogie",80.33663130264665
483,Blurred Lines,You're the One That I Want,60.206916391434994
484,Call Me Maybe,Chirpy Chirpy Cheep Cheep,61.83993273845718
485,Call Me Maybe,Dance Monkey,26.90141421907531
486,Call Me Maybe,Despacito,32.97522246614131
487,Call Me Maybe,Earth Angel,31.86334799571789
488,Call Me Maybe,Fernando,69.14157518197814
489,Call Me Maybe,Gangnam Style,31.612749432963533
490,Call Me Maybe,Girls Like You,65.85072741467147
491,Call Me Maybe,Grenade,20.864990343478226
492,Call Me Maybe,Havana,34.41454010012036
493,Call Me Maybe,Hips Don't Lie,10.509264176200592
494,Call Me Maybe,I Took a Pill in Ibiza,22.5654226685969
495,Call Me Maybe,I Want to Hold Your Hand,8.340356982106824
496,Call Me Maybe,I Will Always Love You,28.885993162240336
497,Call Me Maybe,I'm a Believer,7.893785976600386
498,Call Me Maybe,If I Didn't Care,91.21803468318883
499,Call Me Maybe,In the Summertime,87.9048497607675
500,Call Me Maybe,Kung Fu Fighting,11.401836474028418
501,Call Me Maybe,Lean On,22.607662581391715
502,Call Me Maybe,Let It Go,81.15760393447822
503,Call Me Maybe,Love Me like You Do,10.012504174022482
504,Call Me Maybe,Love on the Brain,65.8212481995255
505,Call Me Maybe,Love Yourself,63.14080664302006
506,Call Me Maybe,Macarena,79.24167166702887
507,Call Me Maybe,Moves Like Jagger,108.34816005325598
508,Call Me Maybe,Mundian To Bach Ke,36.92765673973522
509,Call Me Maybe,My Heart Will Go On,12.140788657506848
510,Call Me Maybe,My Sharona,7.486775213465912
511,Call Me Maybe,My Sweet Lord,10.610699886045397
512,Call Me Maybe,Needed Me,53.64080943418736
513,Call Me Maybe,Old Town Road,42.61981881319235
514,Call Me Maybe,One Dance,13.352819845794926
515,Call Me Maybe,Right Round,22.464573053696093
516,Call Me Maybe,Rock Around the Clock,12.698929800390692
517,Call Me Maybe,Rock Your Baby,62.354914443034396
518,Call Me Maybe,Rolling in the Deep,8.033517869644692
519,Call Me Maybe,Rudolph the Red-Nosed Reindeer,30.835182059406087
520,Call Me Maybe,See You Again,46.43059779795976
521,Call Me Maybe,Shape of You,29.129848492773064
522,Call Me Maybe,Silent Night,26.24793274956667
523,Call Me Maybe,Somebody That I Used to Know,13.544775637314867
524,Call Me Maybe,Something Just Like This,45.478096285900186
525,Call Me Maybe,Sugar,58.40503729963566
526,Call Me Maybe,Sukiyaki,5.369563017403097
527,Call Me Maybe,Sweet Mother,128.23157236512637
528,Call Me Maybe,Tennessee Waltz,50.36951489887885
529,Call Me Maybe,The Last Farewell,93.87806737126056
530,Call Me Maybe,Thinking Out Loud,23.679174501105138
531,Call Me Maybe,Thrift Shop,12.141851599273222
532,Call Me Maybe,Un-Break My Heart,19.11305825001227
533,Call Me Maybe,Uptown Funk,19.443714181407085
534,Call Me Maybe,Wabash Cannonball,45.30756114714371
535,Call Me Maybe,Waka Waka (This Time for Africa),8.29272156698008
536,Call Me Maybe,We Are the World,44.99630784293002
537,Call Me Maybe,Y.M.C.A.,225.84870923336535
538,Call Me Maybe,"Yes Sir, I Can Boogie",49.332037219066585
539,Call Me Maybe,You're the One That I Want,30.979489009961082
540,Chirpy Chirpy Cheep Cheep,Dance Monkey,50.98589148366628
541,Chirpy Chirpy Cheep Cheep,Despacito,91.96194119931074
542,Chirpy Chirpy Cheep Cheep,Earth Angel,13.835556109307053
543,Chirpy Chirpy Cheep Cheep,Fernando,9.867424857807071
544,Chirpy Chirpy Cheep Cheep,Gangnam Style,120.86395636999194
545,Chirpy Chirpy Cheep Cheep,Girls Like You,66.78964413915439
546,Chirpy Chirpy Cheep Cheep,Grenade,39.8921383534982
547,Chirpy Chirpy Cheep Cheep,Havana,119.33387852693903
548,Chirpy Chirpy Cheep Cheep,Hips Don't Lie,43.68660016112502
549,Chirpy Chirpy Cheep Cheep,I Took a Pill in Ibiza,34.42425583727776
550,Chirpy Chirpy Cheep Cheep,I Want to Hold Your Hand,48.32738815496805
551,Chirpy Chirpy Cheep Cheep,I Will Always Love You,109.65211476435745
552,Chirpy Chirpy Cheep Cheep,I'm a Believer,45.05464040680168
553,Chirpy Chirpy Cheep Cheep,If I Didn't Care,14.414355407041288
554,Chirpy Chirpy Cheep Cheep,In the Summertime,51.46472198721016
555,Chirpy Chirpy Cheep Cheep,Kung Fu Fighting,37.13471137883686
556,Chirpy Chirpy Cheep Cheep,Lean On,66.57470681313936
557,Chirpy Chirpy Cheep Cheep,Let It Go,26.849542855110094
558,Chirpy Chirpy Cheep Cheep,Love Me like You Do,59.75629104272232
559,Chirpy Chirpy Cheep Cheep,Love on the Brain,47.69344777209442
560,Chirpy Chirpy Cheep Cheep,Love Yourself,52.49905012952276
561,Chirpy Chirpy Cheep Cheep,Macarena,29.563968761458053
562,Chirpy Chirpy Cheep Cheep,Moves Like Jagger,24.66683546499398
563,Chirpy Chirpy Cheep Cheep,Mundian To Bach Ke,11.086745031168633
564,Chirpy Chirpy Cheep Cheep,My Heart Will Go On,83.95869777364423
565,Chirpy Chirpy Cheep Cheep,My Sharona,51.023908078918424
566,Chirpy Chirpy Cheep Cheep,My Sweet Lord,59.349316383522144
567,Chirpy Chirpy Cheep Cheep,Needed Me,28.044915588852664
568,Chirpy Chirpy Cheep Cheep,Old Town Road,74.90922818070459
569,Chirpy Chirpy Cheep Cheep,One Dance,54.43528413409789
570,Chirpy Chirpy Cheep Cheep,Right Round,21.40912119259046
571,Chirpy Chirpy Cheep Cheep,Rock Around the Clock,34.60328849089451
572,Chirpy Chirpy Cheep Cheep,Rock Your Baby,8.574773671339344
573,Chirpy Chirpy Cheep Cheep,Rolling in the Deep,58.37189625841357
574,Chirpy Chirpy Cheep Cheep,Rudolph the Red-Nosed Reindeer,57.36431843535998
575,Chirpy Chirpy Cheep Cheep,See You Again,43.6634948822098
576,Chirpy Chirpy Cheep Cheep,Shape of You,111.4853451246727
577,Chirpy Chirpy Cheep Cheep,Silent Night,47.74069298162413
578,Chirpy Chirpy Cheep Cheep,Somebody That I Used to Know,82.93289768271754
579,Chirpy Chirpy Cheep Cheep,Something Just Like This,35.74709722855821
580,Chirpy Chirpy Cheep Cheep,Sugar,151.76891916834302
581,Chirpy Chirpy Cheep Cheep,Sukiyaki,59.061871065544416
582,Chirpy Chirpy Cheep Cheep,Sweet Mother,46.192166577283764
583,Chirpy Chirpy Cheep Cheep,Tennessee Waltz,9.295051363481939
584,Chirpy Chirpy Cheep Cheep,The Last Farewell,11.893486076933256
585,Chirpy Chirpy Cheep Cheep,Thinking Out Loud,25.931864755301756
586,Chirpy Chirpy Cheep Cheep,Thrift Shop,33.95882266694803
587,Chirpy Chirpy Cheep Cheep,Un-Break My Heart,27.378112177017
588,Chirpy Chirpy Cheep Cheep,Uptown Funk,103.42137092368586
589,Chirpy Chirpy Cheep Cheep,Wabash Cannonball,9.387166817976823
590,Chirpy Chirpy Cheep Cheep,Waka Waka (This Time for Africa),65.0880340046293
591,Chirpy Chirpy Cheep Cheep,We Are the World,136.1389321957017
592,Chirpy Chirpy Cheep Cheep,Y.M.C.A.,129.10984485687186
593,Chirpy Chirpy Cheep Cheep,"Yes Sir, I Can Boogie",14.12915883757305
594,Chirpy Chirpy Cheep Cheep,You're the One That I Want,14.644007127116703
595,Dance Monkey,Despacito,14.662654159313497
596,Dance Monkey,Earth Angel,46.12197062345245
597,Dance Monkey,Fernando,48.11744206472051
598,Dance Monkey,Gangnam Style,31.471041819342936
599,Dance Monkey,Girls Like You,24.365934686040372
600,Dance Monkey,Grenade,14.131752997607279
601,Dance Monkey,Havana,28.368648104559654
602,Dance Monkey,Hips Don't Lie,19.95968982828295
603,Dance Monkey,I Took a Pill in Ibiza,18.383845772249874
604,Dance Monkey,I Want to Hold Your Hand,28.720780257306345
605,Dance Monkey,I Will Always Love You,26.795598435372973
606,Dance Monkey,I'm a Believer,21.405442578370412
607,Dance Monkey,If I Didn't Care,68.79838038584487
608,Dance Monkey,In the Summertime,37.58097255736073
609,Dance Monkey,Kung Fu Fighting,27.36856841369799
610,Dance Monkey,Lean On,42.536768460601664
611,Dance Monkey,Let It Go,28.961767200987794
612,Dance Monkey,Love Me like You Do,31.80046040128786
613,Dance Monkey,Love on the Brain,31.17690710721947
614,Dance Monkey,Love Yourself,23.98978229792402
615,Dance Monkey,Macarena,17.693189314760083
616,Dance Monkey,Moves Like Jagger,93.1844909898213
617,Dance Monkey,Mundian To Bach Ke,43.366510797775014
618,Dance Monkey,My Heart Will Go On,23.29968716058135
619,Dance Monkey,My Sharona,21.668220323663206
620,Dance Monkey,My Sweet Lord,21.26526848938698
621,Dance Monkey,Needed Me,51.1113756814812
622,Dance Monkey,Old Town Road,9.732179639297618
623,Dance Monkey,One Dance,23.538850644635954
624,Dance Monkey,Right Round,35.42552195423077
625,Dance Monkey,Rock Around the Clock,31.963290363662768
626,Dance Monkey,Rock Your Baby,51.97315365911024
627,Dance Monkey,Rolling in the Deep,22.550996036454176
628,Dance Monkey,Rudolph the Red-Nosed Reindeer,41.627248578456246
629,Dance Monkey,See You Again,22.664965149896936
630,Dance Monkey,Shape of You,39.07490996051034
631,Dance Monkey,Silent Night,38.19156127501093
632,Dance Monkey,Somebody That I Used to Know,23.742014594050467
633,Dance Monkey,Something Just Like This,55.91953003490778
634,Dance Monkey,Sugar,34.52697485300244
635,Dance Monkey,Sukiyaki,22.794704144827232
636,Dance Monkey,Sweet Mother,63.242289023907894
637,Dance Monkey,Tennessee Waltz,33.16261554483939
638,Dance Monkey,The Last Farewell,74.83399399166372
639,Dance Monkey,Thinking Out Loud,13.39308473423391
640,Dance Monkey,Thrift Shop,23.57996616090215
641,Dance Monkey,Un-Break My Heart,23.865656166511805
642,Dance Monkey,Uptown Funk,35.369165840650716
643,Dance Monkey,Wabash Cannonball,46.84176939439334
644,Dance Monkey,Waka Waka (This Time for Africa),20.810407013961917
645,Dance Monkey,We Are the World,31.49474333311219
646,Dance Monkey,Y.M.C.A.,143.67385682948907
647,Dance Monkey,"Yes Sir, I Can Boogie",21.441217118177597
648,Dance Monkey,You're the One That I Want,32.87114632624977
649,Despacito,Earth Angel,79.0802561645797
650,Despacito,Fernando,75.78955462908023
651,Despacito,Gangnam Style,20.714822479428182
652,Despacito,Girls Like You,51.279298774559976
653,Despacito,Grenade,19.026917685617658
654,Despacito,Havana,18.959975945705327
655,Despacito,Hips Don't Lie,25.82534878483045
656,Despacito,I Took a Pill in Ibiza,46.4843071395939
657,Despacito,I Want to Hold Your Hand,46.39952355150779
658,Despacito,I Will Always Love You,16.703424279601315
659,Despacito,I'm a Believer,27.10299571921144
660,Despacito,If I Didn't Care,111.41944576665558
661,Despacito,In the Summertime,86.6140923427391
662,Despacito,Kung Fu Fighting,43.253449005383615
663,Despacito,Lean On,50.94943831607375
664,Despacito,Let It Go,71.72904390824083
665,Despacito,Love Me like You Do,35.95367970411259
666,Despacito,Love on the Brain,70.15918139050648
667,Despacito,Love Yourself,55.36741305876915
668,Despacito,Macarena,59.514443533108086
669,Despacito,Moves Like Jagger,142.50740816717195
670,Despacito,Mundian To Bach Ke,77.5592746607174
671,Despacito,My Heart Will Go On,16.068645735866635
672,Despacito,My Sharona,31.090002606309973
673,Despacito,My Sweet Lord,21.323691015291033
674,Despacito,Needed Me,84.09853662914152
675,Despacito,Old Town Road,11.23072783315149
676,Despacito,One Dance,41.082296120509255
677,Despacito,Right Round,58.76553509869657
678,Despacito,Rock Around the Clock,58.86718702307167
679,Despacito,Rock Your Baby,91.77443021669613
680,Despacito,Rolling in the Deep,23.40307051139369
681,Despacito,Rudolph the Red-Nosed Reindeer,44.0905835684648
682,Despacito,See You Again,33.8180726433296
683,Despacito,Shape of You,21.156876168790184
684,Despacito,Silent Night,38.903086804308096
685,Despacito,Somebody That I Used to Know,24.26286583295728
686,Despacito,Something Just Like This,73.08167001627136
687,Despacito,Sugar,25.54249734400661
688,Despacito,Sukiyaki,31.125331550659585
689,Despacito,Sweet Mother,126.40528892721973
690,Despacito,Tennessee Waltz,52.109828262048794
691,Despacito,The Last Farewell,128.68376113721249
692,Despacito,Thinking Out Loud,31.707214997702124
693,Despacito,Thrift Shop,35.388454476911065
694,Despacito,Un-Break My Heart,38.426374957752216
695,Despacito,Uptown Funk,20.40798078425164
696,Despacito,Wabash Cannonball,79.22628981734488
697,Despacito,Waka Waka (This Time for Africa),16.793314862159843
698,Despacito,We Are the World,17.092776147171882
699,Despacito,Y.M.C.A.,253.71868589778614
700,Despacito,"Yes Sir, I Can Boogie",34.51170256651855
701,Despacito,You're the One That I Want,52.10085448463821
702,Earth Angel,Fernando,20.10036523322581
703,Earth Angel,Gangnam Style,84.1455548909956
704,Earth Angel,Girls Like You,70.99710841576979
705,Earth Angel,Grenade,28.06089403397198
706,Earth Angel,Havana,85.35073398923254
707,Earth Angel,Hips Don't Lie,17.930116169746366
708,Earth Angel,I Took a Pill in Ibiza,23.550098838724203
709,Earth Angel,I Want to Hold Your Hand,23.733814368561905
710,Earth Angel,I Will Always Love You,76.23150854120573
711,Earth Angel,I'm a Believer,22.636204775559854
712,Earth Angel,If I Didn't Care,35.078588313879884
713,Earth Angel,In the Summertime,64.48502714499323
714,Earth Angel,Kung Fu Fighting,13.979325930876582
715,Earth Angel,Lean On,33.83845409698642
716,Earth Angel,Let It Go,44.36995056299645
717,Earth Angel,Love Me like You Do,23.58608631021491
718,Earth Angel,Love on the Brain,53.42383946602019
719,Earth Angel,Love Yourself,55.98356682657937
720,Earth Angel,Macarena,41.749574199440715
721,Earth Angel,Moves Like Jagger,53.12091636133832
722,Earth Angel,Mundian To Bach Ke,7.319207047447275
723,Earth Angel,My Heart Will Go On,54.84008924170417
724,Earth Angel,My Sharona,25.34983202150605
725,Earth Angel,My Sweet Lord,34.31498187507195
726,Earth Angel,Needed Me,30.582819195739095
727,Earth Angel,Old Town Road,63.0883456224205
728,Earth Angel,One Dance,20.66431464069802
729,Earth Angel,Right Round,7.4049632509475884
730,Earth Angel,Rock Around the Clock,12.403164836240425
731,Earth Angel,Rock Your Baby,15.5640239063105
732,Earth Angel,Rolling in the Deep,28.68538661529751
733,Earth Angel,Rudolph the Red-Nosed Reindeer,45.803281360510304
734,Earth Angel,See You Again,38.6408614151492
735,Earth Angel,Shape of You,68.60944979685684
736,Earth Angel,Silent Night,35.31219449956724
737,Earth Angel,Somebody That I Used to Know,53.88696627879793
738,Earth Angel,Something Just Like This,30.174533394106028
739,Earth Angel,Sugar,109.304549330679
740,Earth Angel,Sukiyaki,26.84292366374379
741,Earth Angel,Sweet Mother,76.05351818591424
742,Earth Angel,Tennessee Waltz,9.25761992259903
743,Earth Angel,The Last Farewell,32.29909629908777
744,Earth Angel,Thinking Out Loud,21.310452826380633
745,Earth Angel,Thrift Shop,11.692316979655796
746,Earth Angel,Un-Break My Heart,10.367420120936645
747,Earth Angel,Uptown Funk,56.84249657910428
748,Earth Angel,Wabash Cannonball,8.706286414981841
749,Earth Angel,Waka Waka (This Time for Africa),38.167003428523145
750,Earth Angel,We Are the World,103.57053355825418
751,Earth Angel,Y.M.C.A.,164.36116273096056
752,Earth Angel,"Yes Sir, I Can Boogie",14.28592944146673
753,Earth Angel,You're the One That I Want,6.988363814649825
754,Fernando,Gangnam Style,123.55105633691403
755,Fernando,Girls Like You,62.44863809358047
756,Fernando,Grenade,62.24933095171316
757,Fernando,Havana,124.82475956052558
758,Fernando,Hips Don't Lie,52.167282322796815
759,Fernando,I Took a Pill in Ibiza,28.210683298893496
760,Fernando,I Want to Hold Your Hand,59.025152292322254
761,Fernando,I Will Always Love You,112.81787315404841
762,Fernando,I'm a Believer,58.487537729973454
763,Fernando,If I Didn't Care,11.489809730456471
764,Fernando,In the Summertime,48.754642223970656
765,Fernando,Kung Fu Fighting,46.1738974589736
766,Fernando,Lean On,53.20715386559582
767,Fernando,Let It Go,28.72076332887458
768,Fernando,Love Me like You Do,51.65523852467318
769,Fernando,Love on the Brain,43.97829404567992
770,Fernando,Love Yourself,57.91588876475016
771,Fernando,Macarena,37.06364409676417
772,Fernando,Moves Like Jagger,15.2944090934036
773,Fernando,Mundian To Bach Ke,16.094670847886416
774,Fernando,My Heart Will Go On,92.57480559154695
775,Fernando,My Sharona,61.860353427842306
776,Fernando,My Sweet Lord,74.53097777050826
777,Fernando,Needed Me,26.838020892465558
778,Fernando,Old Town Road,67.3663641628786
779,Fernando,One Dance,50.43626619870839
780,Fernando,Right Round,27.890063044302575
781,Fernando,Rock Around the Clock,42.90509891133192
782,Fernando,Rock Your Baby,10.249721938992101
783,Fernando,Rolling in the Deep,63.642266746150156
784,Fernando,Rudolph the Red-Nosed Reindeer,65.81695863521018
785,Fernando,See You Again,53.12504800389575
786,Fernando,Shape of You,109.54111779243826
787,Fernando,Silent Night,55.10717333239837
788,Fernando,Somebody That I Used to Know,97.84947332907633
789,Fernando,Something Just Like This,26.54833412507866
790,Fernando,Sugar,149.5095896808906
791,Fernando,Sukiyaki,64.49235015840954
792,Fernando,Sweet Mother,36.24702353046827
793,Fernando,Tennessee Waltz,12.818872321429993
794,Fernando,The Last Farewell,10.270289440907693
795,Fernando,Thinking Out Loud,40.56551177218899
796,Fernando,Thrift Shop,40.13011632770379
797,Fernando,Un-Break My Heart,35.56396254566699
798,Fernando,Uptown Funk,102.05154561681913
799,Fernando,Wabash Cannonball,12.441163202027832
800,Fernando,Waka Waka (This Time for Africa),78.6206691040778
801,Fernando,We Are the World,131.11717799628008
802,Fernando,Y.M.C.A.,112.37720437122896
803,Fernando,"Yes Sir, I Can Boogie",17.30171574902478
804,Fernando,You're the One That I Want,20.882260510112914
805,Gangnam Style,Girls Like You,76.19713729595469
806,Gangnam Style,Grenade,44.57766927032291
807,Gangnam Style,Havana,7.359591058412769
808,Gangnam Style,Hips Don't Lie,55.34481675935575
809,Gangnam Style,I Took a Pill in Ibiza,53.73088509528573
810,Gangnam Style,I Want to Hold Your Hand,45.75573282031379
811,Gangnam Style,I Will Always Love You,9.919098168548187
812,Gangnam Style,I'm a Believer,48.040756770851786
813,Gangnam Style,If I Didn't Care,147.5463101094232
814,Gangnam Style,In the Summertime,128.09608876841335
815,Gangnam Style,Kung Fu Fighting,56.45325386225099
816,Gangnam Style,Lean On,53.03990708688432
817,Gangnam Style,Let It Go,124.81519033274603
818,Gangnam Style,Love Me like You Do,37.37857509957987
819,Gangnam Style,Love on the Brain,94.37381775839593
820,Gangnam Style,Love Yourself,80.56873511018657
821,Gangnam Style,Macarena,125.9620645303841
822,Gangnam Style,Moves Like Jagger,168.9839804934726
823,Gangnam Style,Mundian To Bach Ke,87.5353418903591
824,Gangnam Style,My Heart Will Go On,17.77520047021354
825,Gangnam Style,My Sharona,40.7543336762592
826,Gangnam Style,My Sweet Lord,31.496802349749064
827,Gangnam Style,Needed Me,96.87207408188472
828,Gangnam Style,Old Town Road,18.594322423771484
829,Gangnam Style,One Dance,44.29767167883693
830,Gangnam Style,Right Round,73.02236414433551
831,Gangnam Style,Rock Around the Clock,57.582000116997726
832,Gangnam Style,Rock Your Baby,121.58471929421322
833,Gangnam Style,Rolling in the Deep,35.68689619712176
834,Gangnam Style,Rudolph the Red-Nosed Reindeer,52.891386373988176
835,Gangnam Style,See You Again,72.56683490510004
836,Gangnam Style,Shape of You,15.808312264086146
837,Gangnam Style,Silent Night,57.36162953735062
838,Gangnam Style,Somebody That I Used to Know,17.881811532269342
839,Gangnam Style,Something Just Like This,79.1800438132062
840,Gangnam Style,Sugar,11.685574278162758
841,Gangnam Style,Sukiyaki,36.19684480174896
842,Gangnam Style,Sweet Mother,182.20411769043207
843,Gangnam Style,Tennessee Waltz,103.04741133155157
844,Gangnam Style,The Last Farewell,147.9808963560621
845,Gangnam Style,Thinking Out Loud,47.43353926482609
846,Gangnam Style,Thrift Shop,57.580736833562106
847,Gangnam Style,Un-Break My Heart,65.76091837397708
848,Gangnam Style,Uptown Funk,12.716822151542637
849,Gangnam Style,Wabash Cannonball,100.42259368293678
850,Gangnam Style,Waka Waka (This Time for Africa),32.654762384738184
851,Gangnam Style,We Are the World,11.93638894849903
852,Gangnam Style,Y.M.C.A.,273.78349699957994
853,Gangnam Style,"Yes Sir, I Can Boogie",100.77088800056316
854,Gangnam Style,You're the One That I Want,79.9031223086045
855,Girls Like You,Grenade,52.86628566908076
856,Girls Like You,Havana,72.02676985147765
857,Girls Like You,Hips Don't Lie,68.31358950130027
858,Girls Like You,I Took a Pill in Ibiza,36.02196395798752
859,Girls Like You,I Want to Hold Your Hand,64.2764054938868
860,Girls Like You,I Will Always Love You,68.95609249122411
861,Girls Like You,I'm a Believer,65.90124878410074
862,Girls Like You,If I Didn't Care,76.87051252882273
863,Girls Like You,In the Summertime,47.16723672200606
864,Girls Like You,Kung Fu Fighting,64.1887416504548
865,Girls Like You,Lean On,84.5131510347493
866,Girls Like You,Let It Go,38.03808962396642
867,Girls Like You,Love Me like You Do,72.09545527779639
868,Girls Like You,Love on the Brain,22.463514561693188
869,Girls Like You,Love Yourself,18.43421841249513
870,Girls Like You,Macarena,39.01919044118209
871,Girls Like You,Moves Like Jagger,102.03404266557062
872,Girls Like You,Mundian To Bach Ke,67.77026906129804
873,Girls Like You,My Heart Will Go On,64.13637395433422
874,Girls Like You,My Sharona,61.803470446639345
875,Girls Like You,My Sweet Lord,64.48179538705622
876,Girls Like You,Needed Me,49.489371937024494
877,Girls Like You,Old Town Road,26.98574454486833
878,Girls Like You,One Dance,58.83982106100771
879,Girls Like You,Right Round,66.08914280879452
880,Girls Like You,Rock Around the Clock,63.96159265679302
881,Girls Like You,Rock Your Baby,63.265922158891804
882,Girls Like You,Rolling in the Deep,60.72267821307732
883,Girls Like You,Rudolph the Red-Nosed Reindeer,64.6081192159444
884,Girls Like You,See You Again,55.6234418465228
885,Girls Like You,Shape of You,84.58725384463884
886,Girls Like You,Silent Night,61.59110454295843
887,Girls Like You,Somebody That I Used to Know,64.17321433058075
888,Girls Like You,Something Just Like This,88.97004239561217
889,Girls Like You,Sugar,79.65948291388041
890,Girls Like You,Sukiyaki,65.89301894564825
891,Girls Like You,Sweet Mother,64.92804317991173
892,Girls Like You,Tennessee Waltz,60.216036130924294
893,Girls Like You,The Last Farewell,84.50793182654554
894,Girls Like You,Thinking Out Loud,37.53805337035993
895,Girls Like You,Thrift Shop,66.20279691975283
896,Girls Like You,Un-Break My Heart,60.55414826757793
897,Girls Like You,Uptown Funk,79.53281213510797
898,Girls Like You,Wabash Cannonball,67.65757951862193
899,Girls Like You,Waka Waka (This Time for Africa),64.5373318072839
900,Girls Like You,We Are the World,74.19024921774275
901,Girls Like You,Y.M.C.A.,146.85281623065302
902,Girls Like You,"Yes Sir, I Can Boogie",52.82407955981993
903,Girls Like You,You're the One That I Want,62.21830809655918
904,Grenade,Havana,38.88960817639455
905,Grenade,Hips Don't Lie,19.998280466509833
906,Grenade,I Took a Pill in Ibiza,32.079465766967246
907,Grenade,I Want to Hold Your Hand,14.583873443867958
908,Grenade,I Will Always Love You,33.16684847152779
909,Grenade,I'm a Believer,14.145930074572822
910,Grenade,If I Didn't Care,78.58230517612046
911,Grenade,In the Summertime,67.47221653532526
912,Grenade,Kung Fu Fighting,19.4379080606698
913,Grenade,Lean On,52.14631365032837
914,Grenade,Let It Go,48.625492145089765
915,Grenade,Love Me like You Do,30.19423779757016
916,Grenade,Love on the Brain,56.640051802772085
917,Grenade,Love Yourself,49.55914656317948
918,Grenade,Macarena,42.29724419623917
919,Grenade,Moves Like Jagger,108.19799109684764
920,Grenade,Mundian To Bach Ke,31.240283743989515
921,Grenade,My Heart Will Go On,22.709959911219975
922,Grenade,My Sharona,17.02763849357808
923,Grenade,My Sweet Lord,15.242866170348767
924,Grenade,Needed Me,67.90042598386776
925,Grenade,Old Town Road,19.704280321319963
926,Grenade,One Dance,31.990509686209037
927,Grenade,Right Round,27.38519113179763
928,Grenade,Rock Around the Clock,19.63064311540092
929,Grenade,Rock Your Baby,47.84259172715684
930,Grenade,Rolling in the Deep,19.608665099285425
931,Grenade,Rudolph the Red-Nosed Reindeer,38.72934181815842
932,Grenade,See You Again,27.447281226686925
933,Grenade,Shape of You,56.74182006190831
934,Grenade,Silent Night,36.913026703112465
935,Grenade,Somebody That I Used to Know,20.699408341056156
936,Grenade,Something Just Like This,44.21150327305463
937,Grenade,Sugar,56.01153168895847
938,Grenade,Sukiyaki,17.519380332635816
939,Grenade,Sweet Mother,94.59518143055732
940,Grenade,Tennessee Waltz,40.08793481609032
941,Grenade,The Last Farewell,81.33557081103534
942,Grenade,Thinking Out Loud,20.457041599542233
943,Grenade,Thrift Shop,22.777749077183078
944,Grenade,Un-Break My Heart,23.524757667309363
945,Grenade,Uptown Funk,47.255046959477674
946,Grenade,Wabash Cannonball,46.96364113068949
947,Grenade,Waka Waka (This Time for Africa),17.6063706284211
948,Grenade,We Are the World,43.26964171804741
949,Grenade,Y.M.C.A.,217.56159781419078
950,Grenade,"Yes Sir, I Can Boogie",22.758145526114664
951,Grenade,You're the One That I Want,29.014929083785265
952,Havana,Hips Don't Lie,53.48916829699463
953,Havana,I Took a Pill in Ibiza,53.83973098440669
954,Havana,I Want to Hold Your Hand,46.244446688126494
955,Havana,I Will Always Love You,10.20033489719672
956,Havana,I'm a Believer,47.142774740796064
957,Havana,If I Didn't Care,145.71175079552674
958,Havana,In the Summertime,124.13612336760191
959,Havana,Kung Fu Fighting,56.90693593794258
960,Havana,Lean On,52.948507462769086
961,Havana,Let It Go,125.70367069339096
962,Havana,Love Me like You Do,39.413568441833554
963,Havana,Love on the Brain,90.78398230977128
964,Havana,Love Yourself,76.80815318261233
965,Havana,Macarena,123.6357032988027
966,Havana,Moves Like Jagger,166.2346867449719
967,Havana,Mundian To Bach Ke,88.3878288890119
968,Havana,My Heart Will Go On,14.483871780751693
969,Havana,My Sharona,41.492083548920434
970,Havana,My Sweet Lord,28.651411731979408
971,Havana,Needed Me,95.32066832812198
972,Havana,Old Town Road,19.111692484421788
973,Havana,One Dance,46.16584505683538
974,Havana,Right Round,73.58706259209126
975,Havana,Rock Around the Clock,60.76902645395543
976,Havana,Rock Your Baby,122.81962001240018
977,Havana,Rolling in the Deep,37.786574985154814
978,Havana,Rudolph the Red-Nosed Reindeer,56.854115770599144
979,Havana,See You Again,73.4362627262503
980,Havana,Shape of You,19.145502633326387
981,Havana,Silent Night,60.235034660210644
982,Havana,Somebody That I Used to Know,17.600175374303433
983,Havana,Something Just Like This,81.07849118813266
984,Havana,Sugar,10.502180043463289
985,Havana,Sukiyaki,36.81338430805305
986,Havana,Sweet Mother,180.53052317445122
987,Havana,Tennessee Waltz,101.75736670971219
988,Havana,The Last Farewell,147.82521967480182
989,Havana,Thinking Out Loud,45.75355747681775
990,Havana,Thrift Shop,60.645710315494114
991,Havana,Un-Break My Heart,66.74525737831851
992,Havana,Uptown Funk,14.464244957918776
993,Havana,Wabash Cannonball,103.24951742538924
994,Havana,Waka Waka (This Time for Africa),29.793406179197486
995,Havana,We Are the World,11.283043331201172
996,Havana,Y.M.C.A.,272.963448262492
997,Havana,"Yes Sir, I Can Boogie",101.31975083265019
998,Havana,You're the One That I Want,81.18005172917543
999,Hips Don't Lie,I Took a Pill in Ibiza,16.251598565214582
1000,Hips Don't Lie,I Want to Hold Your Hand,7.138710907279951
1001,Hips Don't Lie,I Will Always Love You,42.14493993013715
