,Article_1,Article_2,Similarity
458,Blurred Lines,"Yes Sir, I Can Boogie",0.9217859542914482
459,Blurred Lines,You're the One That I Want,0.9217792503614268
460,Call Me Maybe,Chirpy Chirpy Cheep Cheep,0.8535678155316112
461,Call Me Maybe,Dance Monkey,0.846156088779872
462,Call Me Maybe,Despacito,0.9468959927787604
463,Call Me Maybe,Earth Angel,0.9369116373699833
464,Call Me Maybe,Gangnam Style,0.8928980211772859
465,Call Me Maybe,Girls Like You,0.9528779765249901
466,Call Me Maybe,Grenade,0.7475095955058608
467,Call Me Maybe,Havana,0.7595406688661855
468,Call Me Maybe,Hips Don't Lie,0.920444171411592
469,Call Me Maybe,I Took a Pill in Ibiza,0.8950505588375279
470,Call Me Maybe,I Want to Hold Your Hand,0.8731359458513359
471,Call Me Maybe,I Will Always Love You,0.8942026803352847
472,Call Me Maybe,I'm a Believer,0.9082615659211977
473,Call Me Maybe,If I Didn't Care,0.8065803519809885
474,Call Me Maybe,In the Summertime,0.8371317091969009
475,Call Me Maybe,Kung Fu Fighting,0.8841438907102386
476,Call Me Maybe,Lean On,0.9306431456290877
477,Call Me Maybe,Let It Go,0.9281629622480732
478,Call Me Maybe,Love Me like You Do,0.9260389685598482
479,Call Me Maybe,Love on the Brain,0.967115256221014
480,Call Me Maybe,Love Yourself,0.9679518904528674
481,Call Me Maybe,Macarena,0.8699679698830327
482,Call Me Maybe,Moves Like Jagger,0.9595427561373092
483,Call Me Maybe,Mundian To Bach Ke,0.853130215134744
484,Call Me Maybe,My Heart Will Go On,0.8969277590458175
485,Call Me Maybe,My Sharona,0.9219420002062598
486,Call Me Maybe,My Sweet Lord,0.9250108049030352
487,Call Me Maybe,Needed Me,0.9594503403547794
488,Call Me Maybe,Old Town Road,0.9022938576014351
489,Call Me Maybe,One Dance,0.928365113071649
490,Call Me Maybe,Right Round,0.9609004433387373
491,Call Me Maybe,Rock Around the Clock,0.9150715174870524
492,Call Me Maybe,Rock Your Baby,0.8586330589899502
493,Call Me Maybe,Rolling in the Deep,0.9718685321563085
494,Call Me Maybe,Rudolph the Red-Nosed Reindeer,0.7561430580710847
495,Call Me Maybe,See You Again,0.9253485633193521
496,Call Me Maybe,Shape of You,0.9558174969577947
497,Call Me Maybe,Silent Night,0.883572211642566
498,Call Me Maybe,Somebody That I Used to Know,0.9297983963616516
499,Call Me Maybe,Something Just Like This,0.9265966576637831
500,Call Me Maybe,Sweet Mother,0.9004261496612839
501,Call Me Maybe,Tennessee Waltz,0.90284536614471
502,Call Me Maybe,The Last Farewell,0.820295861165505
503,Call Me Maybe,Thinking Out Loud,0.9669596454226965
504,Call Me Maybe,Thrift Shop,0.9280755422604949
505,Call Me Maybe,Un-Break My Heart,0.9698903202865733
506,Call Me Maybe,Uptown Funk,0.9596088089701019
507,Call Me Maybe,Wabash Cannonball,0.8573720396088941
508,Call Me Maybe,Waka Waka (This Time for Africa),0.9432765943200938
509,Call Me Maybe,We Are the World,0.8568426323337395
510,Call Me Maybe,Y.M.C.A.,0.8202404368849983
511,Call Me Maybe,"Yes Sir, I Can Boogie",0.8974728566440865
512,Call Me Maybe,You're the One That I Want,0.8851934757890468
513,Chirpy Chirpy Cheep Cheep,Dance Monkey,0.9221153384558407
514,Chirpy Chirpy Cheep Cheep,Despacito,0.8986760572351497
515,Chirpy Chirpy Cheep Cheep,Earth Angel,0.8980665077959593
516,Chirpy Chirpy Cheep Cheep,Gangnam Style,0.8812972903249385
517,Chirpy Chirpy Cheep Cheep,Girls Like You,0.8558747794177202
518,Chirpy Chirpy Cheep Cheep,Grenade,0.8341744326272101
519,Chirpy Chirpy Cheep Cheep,Havana,0.9009576097061944
520,Chirpy Chirpy Cheep Cheep,Hips Don't Lie,0.823170933221759
521,Chirpy Chirpy Cheep Cheep,I Took a Pill in Ibiza,0.9636221985224123
522,Chirpy Chirpy Cheep Cheep,I Want to Hold Your Hand,0.9582648320127369
523,Chirpy Chirpy Cheep Cheep,I Will Always Love You,0.9374458884904121
524,Chirpy Chirpy Cheep Cheep,I'm a Believer,0.916801279485535
525,Chirpy Chirpy Cheep Cheep,If I Didn't Care,0.9413601880776692
526,Chirpy Chirpy Cheep Cheep,In the Summertime,0.9683912734743705
527,Chirpy Chirpy Cheep Cheep,Kung Fu Fighting,0.9578308012869284
528,Chirpy Chirpy Cheep Cheep,Lean On,0.813899455594875
529,Chirpy Chirpy Cheep Cheep,Let It Go,0.8898975141988398
530,Chirpy Chirpy Cheep Cheep,Love Me like You Do,0.867161040718784
531,Chirpy Chirpy Cheep Cheep,Love on the Brain,0.884073876464304
532,Chirpy Chirpy Cheep Cheep,Love Yourself,0.8422463301912653
533,Chirpy Chirpy Cheep Cheep,Macarena,0.899794855073378
534,Chirpy Chirpy Cheep Cheep,Moves Like Jagger,0.9083052009827248
535,Chirpy Chirpy Cheep Cheep,Mundian To Bach Ke,0.6862940990333954
536,Chirpy Chirpy Cheep Cheep,My Heart Will Go On,0.9363400274229305
537,Chirpy Chirpy Cheep Cheep,My Sharona,0.9211632498405055
538,Chirpy Chirpy Cheep Cheep,My Sweet Lord,0.9342729279888426
539,Chirpy Chirpy Cheep Cheep,Needed Me,0.8401938040702616
540,Chirpy Chirpy Cheep Cheep,Old Town Road,0.8653022292039324
541,Chirpy Chirpy Cheep Cheep,One Dance,0.8535122199401844
542,Chirpy Chirpy Cheep Cheep,Right Round,0.8595070854295689
543,Chirpy Chirpy Cheep Cheep,Rock Around the Clock,0.9246989526934983
544,Chirpy Chirpy Cheep Cheep,Rock Your Baby,0.9600959822531004
545,Chirpy Chirpy Cheep Cheep,Rolling in the Deep,0.8653849713653737
546,Chirpy Chirpy Cheep Cheep,Rudolph the Red-Nosed Reindeer,0.8834444500892343
547,Chirpy Chirpy Cheep Cheep,See You Again,0.9295358689579912
548,Chirpy Chirpy Cheep Cheep,Shape of You,0.8390115725501915
549,Chirpy Chirpy Cheep Cheep,Silent Night,0.9068230369425336
550,Chirpy Chirpy Cheep Cheep,Somebody That I Used to Know,0.9040961412471257
551,Chirpy Chirpy Cheep Cheep,Something Just Like This,0.8255511492313452
552,Chirpy Chirpy Cheep Cheep,Sweet Mother,0.8877342353455064
553,Chirpy Chirpy Cheep Cheep,Tennessee Waltz,0.9212207455414756
554,Chirpy Chirpy Cheep Cheep,The Last Farewell,0.8954738457713838
555,Chirpy Chirpy Cheep Cheep,Thinking Out Loud,0.8625862804459303
556,Chirpy Chirpy Cheep Cheep,Thrift Shop,0.8846697598749381
557,Chirpy Chirpy Cheep Cheep,Un-Break My Heart,0.8065738424067208
558,Chirpy Chirpy Cheep Cheep,Uptown Funk,0.9005824154872436
559,Chirpy Chirpy Cheep Cheep,Wabash Cannonball,0.9397217423026868
560,Chirpy Chirpy Cheep Cheep,Waka Waka (This Time for Africa),0.8852993488359877
561,Chirpy Chirpy Cheep Cheep,We Are the World,0.9457642359798891
562,Chirpy Chirpy Cheep Cheep,Y.M.C.A.,0.9500067607210454
563,Chirpy Chirpy Cheep Cheep,"Yes Sir, I Can Boogie",0.962232576911088
564,Chirpy Chirpy Cheep Cheep,You're the One That I Want,0.9702613899413366
565,Dance Monkey,Despacito,0.8843457578190825
566,Dance Monkey,Earth Angel,0.849417803807788
567,Dance Monkey,Gangnam Style,0.9012751339010996
568,Dance Monkey,Girls Like You,0.8570617109490118
569,Dance Monkey,Grenade,0.78611290866647
570,Dance Monkey,Havana,0.8533278884800388
571,Dance Monkey,Hips Don't Lie,0.7760979043764556
572,Dance Monkey,I Took a Pill in Ibiza,0.9007248008787143
573,Dance Monkey,I Want to Hold Your Hand,0.8892630151389872
574,Dance Monkey,I Will Always Love You,0.8639385171004559
575,Dance Monkey,I'm a Believer,0.9280880724572053
576,Dance Monkey,If I Didn't Care,0.8544774812077236
577,Dance Monkey,In the Summertime,0.94091996913362
578,Dance Monkey,Kung Fu Fighting,0.9069534422593166
579,Dance Monkey,Lean On,0.8051460925455952
580,Dance Monkey,Let It Go,0.8228812897903754
581,Dance Monkey,Love Me like You Do,0.8055630577237289
582,Dance Monkey,Love on the Brain,0.8718452552808663
583,Dance Monkey,Love Yourself,0.8380756802394099
584,Dance Monkey,Macarena,0.8497037136755481
585,Dance Monkey,Moves Like Jagger,0.8956969590575561
586,Dance Monkey,Mundian To Bach Ke,0.6810800282342916
587,Dance Monkey,My Heart Will Go On,0.8845508611704357
588,Dance Monkey,My Sharona,0.9054977328742126
589,Dance Monkey,My Sweet Lord,0.8679163399468367
590,Dance Monkey,Needed Me,0.8103330050196548
591,Dance Monkey,Old Town Road,0.8690766170262451
592,Dance Monkey,One Dance,0.853776931685263
593,Dance Monkey,Right Round,0.8551054117898643
594,Dance Monkey,Rock Around the Clock,0.9096023311834796
595,Dance Monkey,Rock Your Baby,0.9607705663058572
596,Dance Monkey,Rolling in the Deep,0.8575159671665302
597,Dance Monkey,Rudolph the Red-Nosed Reindeer,0.776929645422034
598,Dance Monkey,See You Again,0.88846207998579
599,Dance Monkey,Shape of You,0.8353605826264686
600,Dance Monkey,Silent Night,0.8363133921626407
601,Dance Monkey,Somebody That I Used to Know,0.8939848010536809
602,Dance Monkey,Something Just Like This,0.8056875825767514
603,Dance Monkey,Sweet Mother,0.8209675765944004
604,Dance Monkey,Tennessee Waltz,0.8395813278768623
605,Dance Monkey,The Last Farewell,0.7765532254599785
606,Dance Monkey,Thinking Out Loud,0.8507037321363767
607,Dance Monkey,Thrift Shop,0.8615089682883166
608,Dance Monkey,Un-Break My Heart,0.8019267233717167
609,Dance Monkey,Uptown Funk,0.8784730852451033
610,Dance Monkey,Wabash Cannonball,0.8728720362715274
611,Dance Monkey,Waka Waka (This Time for Africa),0.872919922672649
612,Dance Monkey,We Are the World,0.8817419087061951
613,Dance Monkey,Y.M.C.A.,0.866660378084923
614,Dance Monkey,"Yes Sir, I Can Boogie",0.9176783900205823
615,Dance Monkey,You're the One That I Want,0.9030220178918147
616,Despacito,Earth Angel,0.9401246805677618
617,Despacito,Gangnam Style,0.942588176636342
618,Despacito,Girls Like You,0.9497390551578863
619,Despacito,Grenade,0.7616862633777061
620,Despacito,Havana,0.8343594517821918
621,Despacito,Hips Don't Lie,0.9435441443426903
622,Despacito,I Took a Pill in Ibiza,0.9267553551519532
623,Despacito,I Want to Hold Your Hand,0.8977182408639787
624,Despacito,I Will Always Love You,0.9119738182512528
625,Despacito,I'm a Believer,0.9419472017467002
626,Despacito,If I Didn't Care,0.8380046706542916
627,Despacito,In the Summertime,0.8949645243903794
628,Despacito,Kung Fu Fighting,0.934190860931412
629,Despacito,Lean On,0.9413510578238011
630,Despacito,Let It Go,0.9358499690954308
631,Despacito,Love Me like You Do,0.9155957426394092
632,Despacito,Love on the Brain,0.9617311865137133
633,Despacito,Love Yourself,0.956285833155584
634,Despacito,Macarena,0.8858766625660554
635,Despacito,Moves Like Jagger,0.9649380712528333
636,Despacito,Mundian To Bach Ke,0.8765566004234687
637,Despacito,My Heart Will Go On,0.9337315168953789
638,Despacito,My Sharona,0.9192446422416577
639,Despacito,My Sweet Lord,0.9257947735963888
640,Despacito,Needed Me,0.9431285492414889
641,Despacito,Old Town Road,0.9141001622939299
642,Despacito,One Dance,0.9538859533007564
643,Despacito,Right Round,0.9531897754521946
644,Despacito,Rock Around the Clock,0.9474091739069064
645,Despacito,Rock Your Baby,0.9077551456136946
646,Despacito,Rolling in the Deep,0.94555391961625
647,Despacito,Rudolph the Red-Nosed Reindeer,0.781384052013342
648,Despacito,See You Again,0.9352848003010407
649,Despacito,Shape of You,0.9448632842505266
650,Despacito,Silent Night,0.9410323652779382
651,Despacito,Somebody That I Used to Know,0.9432354735950498
652,Despacito,Something Just Like This,0.9255251204597537
653,Despacito,Sweet Mother,0.9279089051200541
654,Despacito,Tennessee Waltz,0.9194068657044449
655,Despacito,The Last Farewell,0.8402535537304104
656,Despacito,Thinking Out Loud,0.9530988620861988
657,Despacito,Thrift Shop,0.9446969562693597
658,Despacito,Un-Break My Heart,0.9314508388709367
659,Despacito,Uptown Funk,0.9567022904016066
660,Despacito,Wabash Cannonball,0.8945795180252691
661,Despacito,Waka Waka (This Time for Africa),0.9611865630168631
662,Despacito,We Are the World,0.8890151830847903
663,Despacito,Y.M.C.A.,0.8809308183349728
664,Despacito,"Yes Sir, I Can Boogie",0.935182184512866
665,Despacito,You're the One That I Want,0.923920623618976
666,Earth Angel,Gangnam Style,0.9094064884761791
667,Earth Angel,Girls Like You,0.925056569771611
668,Earth Angel,Grenade,0.817429021271781
669,Earth Angel,Havana,0.8311203989349045
670,Earth Angel,Hips Don't Lie,0.913818806080472
671,Earth Angel,I Took a Pill in Ibiza,0.9434422197805958
672,Earth Angel,I Want to Hold Your Hand,0.9081894344294937
673,Earth Angel,I Will Always Love You,0.9435518560010451
674,Earth Angel,I'm a Believer,0.9043968742113806
675,Earth Angel,If I Didn't Care,0.8417062589335131
676,Earth Angel,In the Summertime,0.8710282520105056
677,Earth Angel,Kung Fu Fighting,0.913446006918049
678,Earth Angel,Lean On,0.8790826612462034
679,Earth Angel,Let It Go,0.9265275955160766
680,Earth Angel,Love Me like You Do,0.9117092313910515
681,Earth Angel,Love on the Brain,0.937479633716091
682,Earth Angel,Love Yourself,0.9272491756920986
683,Earth Angel,Macarena,0.9088900911254416
684,Earth Angel,Moves Like Jagger,0.9405516134897328
685,Earth Angel,Mundian To Bach Ke,0.8286474289387548
686,Earth Angel,My Heart Will Go On,0.9301149261834911
687,Earth Angel,My Sharona,0.9068602325114463
688,Earth Angel,My Sweet Lord,0.9510515718039552
689,Earth Angel,Needed Me,0.9209949220287073
690,Earth Angel,Old Town Road,0.8892702166631619
691,Earth Angel,One Dance,0.8992351262740299
692,Earth Angel,Right Round,0.9206069578324751
693,Earth Angel,Rock Around the Clock,0.9345644742575799
694,Earth Angel,Rock Your Baby,0.8792465227263073
695,Earth Angel,Rolling in the Deep,0.9345932801238691
696,Earth Angel,Rudolph the Red-Nosed Reindeer,0.8291119992803063
697,Earth Angel,See You Again,0.9476804350510514
698,Earth Angel,Shape of You,0.9183066309322604
699,Earth Angel,Silent Night,0.9373007162341789
700,Earth Angel,Somebody That I Used to Know,0.9305726160397771
701,Earth Angel,Something Just Like This,0.9146029343150757
702,Earth Angel,Sweet Mother,0.9319586457882042
703,Earth Angel,Tennessee Waltz,0.942702495713038
704,Earth Angel,The Last Farewell,0.8724501922143432
705,Earth Angel,Thinking Out Loud,0.9292125619548203
706,Earth Angel,Thrift Shop,0.9101824942379916
707,Earth Angel,Un-Break My Heart,0.9183550887851778
708,Earth Angel,Uptown Funk,0.9435684929931255
709,Earth Angel,Wabash Cannonball,0.9277564572952537
710,Earth Angel,Waka Waka (This Time for Africa),0.956224425611156
711,Earth Angel,We Are the World,0.8962433272977494
712,Earth Angel,Y.M.C.A.,0.8896223662181613
713,Earth Angel,"Yes Sir, I Can Boogie",0.928025560048917
714,Earth Angel,You're the One That I Want,0.9254528656819683
715,Gangnam Style,Girls Like You,0.904554140305558
716,Gangnam Style,Grenade,0.8024905991522792
717,Gangnam Style,Havana,0.8599914429726084
718,Gangnam Style,Hips Don't Lie,0.8705260845836387
719,Gangnam Style,I Took a Pill in Ibiza,0.9129451588287989
720,Gangnam Style,I Want to Hold Your Hand,0.8687553254887237
721,Gangnam Style,I Will Always Love You,0.8807292082587507
722,Gangnam Style,I'm a Believer,0.9354070090042245
723,Gangnam Style,If I Didn't Care,0.8187268265851954
724,Gangnam Style,In the Summertime,0.8908811294193167
725,Gangnam Style,Kung Fu Fighting,0.9235335830423554
726,Gangnam Style,Lean On,0.8740954015502069
727,Gangnam Style,Let It Go,0.8604998282100234
728,Gangnam Style,Love Me like You Do,0.8662873013642514
729,Gangnam Style,Love on the Brain,0.8966114315768796
730,Gangnam Style,Love Yourself,0.8958332015386606
731,Gangnam Style,Macarena,0.8772533036676401
732,Gangnam Style,Moves Like Jagger,0.9275468568220138
733,Gangnam Style,Mundian To Bach Ke,0.8602897346303003
734,Gangnam Style,My Heart Will Go On,0.904839443770409
735,Gangnam Style,My Sharona,0.8873416970298512
736,Gangnam Style,My Sweet Lord,0.8792199823185998
737,Gangnam Style,Needed Me,0.8848195027372635
738,Gangnam Style,Old Town Road,0.8950121596700551
739,Gangnam Style,One Dance,0.9240819997244843
740,Gangnam Style,Right Round,0.8982775024316246
741,Gangnam Style,Rock Around the Clock,0.9215466038393546
742,Gangnam Style,Rock Your Baby,0.9142444393954123
743,Gangnam Style,Rolling in the Deep,0.9009226419344135
744,Gangnam Style,Rudolph the Red-Nosed Reindeer,0.7534476343670383
745,Gangnam Style,See You Again,0.8942635267876936
746,Gangnam Style,Shape of You,0.8981627146709888
747,Gangnam Style,Silent Night,0.9088170429353256
748,Gangnam Style,Somebody That I Used to Know,0.9095370297103574
749,Gangnam Style,Something Just Like This,0.8718516945572032
750,Gangnam Style,Sweet Mother,0.884748565723954
751,Gangnam Style,Tennessee Waltz,0.8722529102936437
752,Gangnam Style,The Last Farewell,0.7776675187979603
753,Gangnam Style,Thinking Out Loud,0.8909792833325462
754,Gangnam Style,Thrift Shop,0.916372642025992
755,Gangnam Style,Un-Break My Heart,0.8693411473574375
756,Gangnam Style,Uptown Funk,0.9063909081698073
757,Gangnam Style,Wabash Cannonball,0.8887111815736426
758,Gangnam Style,Waka Waka (This Time for Africa),0.9458873658104239
759,Gangnam Style,We Are the World,0.8531592493601352
760,Gangnam Style,Y.M.C.A.,0.8756897465151198
761,Gangnam Style,"Yes Sir, I Can Boogie",0.8973553438903187
762,Gangnam Style,You're the One That I Want,0.9017818141781632
763,Girls Like You,Grenade,0.7378479567164233
764,Girls Like You,Havana,0.7646356452642372
765,Girls Like You,Hips Don't Lie,0.9260258512217938
766,Girls Like You,I Took a Pill in Ibiza,0.8875542521190668
767,Girls Like You,I Want to Hold Your Hand,0.8532752400538113
768,Girls Like You,I Will Always Love You,0.8848439216189313
769,Girls Like You,I'm a Believer,0.9310349417180995
770,Girls Like You,If I Didn't Care,0.7905783469938115
771,Girls Like You,In the Summertime,0.8541483363557131
772,Girls Like You,Kung Fu Fighting,0.8841127062279664
773,Girls Like You,Lean On,0.9451362769826334
774,Girls Like You,Let It Go,0.9043343583281596
775,Girls Like You,Love Me like You Do,0.9017657974031431
776,Girls Like You,Love on the Brain,0.954464020749836
777,Girls Like You,Love Yourself,0.9668990068428472
778,Girls Like You,Macarena,0.8534776809180173
779,Girls Like You,Moves Like Jagger,0.976513159477633
780,Girls Like You,Mundian To Bach Ke,0.8405169672259886
781,Girls Like You,My Heart Will Go On,0.9228677210909965
782,Girls Like You,My Sharona,0.9158217634940541
783,Girls Like You,My Sweet Lord,0.9111190528225773
784,Girls Like You,Needed Me,0.9510356382950715
785,Girls Like You,Old Town Road,0.9207014945533717
786,Girls Like You,One Dance,0.9317781600958401
787,Girls Like You,Right Round,0.9440246286079429
788,Girls Like You,Rock Around the Clock,0.9251971636834179
789,Girls Like You,Rock Your Baby,0.8745298088171674
790,Girls Like You,Rolling in the Deep,0.9427174984286449
791,Girls Like You,Rudolph the Red-Nosed Reindeer,0.7550892144336339
792,Girls Like You,See You Again,0.9258535674078345
793,Girls Like You,Shape of You,0.9475253184800874
794,Girls Like You,Silent Night,0.8840920102427979
795,Girls Like You,Somebody That I Used to Know,0.9328421695634903
796,Girls Like You,Something Just Like This,0.9046282959866696
797,Girls Like You,Sweet Mother,0.8787210310663852
798,Girls Like You,Tennessee Waltz,0.8727513872797138
799,Girls Like You,The Last Farewell,0.7859168604559228
800,Girls Like You,Thinking Out Loud,0.9582246895175847
801,Girls Like You,Thrift Shop,0.9397509724740932
802,Girls Like You,Un-Break My Heart,0.9529950602020302
803,Girls Like You,Uptown Funk,0.9653436249939199
804,Girls Like You,Wabash Cannonball,0.855477359177815
805,Girls Like You,Waka Waka (This Time for Africa),0.9421305982419351
806,Girls Like You,We Are the World,0.8592331843526748
807,Girls Like You,Y.M.C.A.,0.8380915784119316
808,Girls Like You,"Yes Sir, I Can Boogie",0.8996674217415939
809,Girls Like You,You're the One That I Want,0.8921606205733229
810,Grenade,Havana,0.8362911931972632
811,Grenade,Hips Don't Lie,0.7204342019935599
812,Grenade,I Took a Pill in Ibiza,0.8621462066229739
813,Grenade,I Want to Hold Your Hand,0.849037669807578
814,Grenade,I Will Always Love You,0.8175855255331448
815,Grenade,I'm a Believer,0.8110205900613996
816,Grenade,If I Didn't Care,0.835851499664973
817,Grenade,In the Summertime,0.7963512582594642
818,Grenade,Kung Fu Fighting,0.847170680754803
819,Grenade,Lean On,0.6877442265186595
820,Grenade,Let It Go,0.7505602531542105
821,Grenade,Love Me like You Do,0.8027904405960218
822,Grenade,Love on the Brain,0.7620504423060227
823,Grenade,Love Yourself,0.7325085794235368
824,Grenade,Macarena,0.8521648481953752
825,Grenade,Moves Like Jagger,0.7807112781461043
826,Grenade,Mundian To Bach Ke,0.630240483170461
827,Grenade,My Heart Will Go On,0.8218700657418133
828,Grenade,My Sharona,0.7660690392485591
829,Grenade,My Sweet Lord,0.8177883012207652
830,Grenade,Needed Me,0.7274502391291484
831,Grenade,Old Town Road,0.6983213111914467
832,Grenade,One Dance,0.7098817102606395
833,Grenade,Right Round,0.744008493418596
834,Grenade,Rock Around the Clock,0.8074949109987064
835,Grenade,Rock Your Baby,0.8107872977011367
836,Grenade,Rolling in the Deep,0.7539901657158665
837,Grenade,Rudolph the Red-Nosed Reindeer,0.8539763679557717
838,Grenade,See You Again,0.8065757770998354
839,Grenade,Shape of You,0.7227594601342693
840,Grenade,Silent Night,0.797844856720889
841,Grenade,Somebody That I Used to Know,0.7292262835098524
842,Grenade,Something Just Like This,0.7200520033857751
843,Grenade,Sweet Mother,0.7484459303729085
844,Grenade,Tennessee Waltz,0.846791216400962
845,Grenade,The Last Farewell,0.818786809606637
846,Grenade,Thinking Out Loud,0.731102461628241
847,Grenade,Thrift Shop,0.7618160682179728
848,Grenade,Un-Break My Heart,0.6977155964133547
849,Grenade,Uptown Funk,0.7757355977518113
850,Grenade,Wabash Cannonball,0.8512032560117727
851,Grenade,Waka Waka (This Time for Africa),0.7969740196328239
852,Grenade,We Are the World,0.8075794370100141
853,Grenade,Y.M.C.A.,0.8584798208210593
854,Grenade,"Yes Sir, I Can Boogie",0.8289703200840409
855,Grenade,You're the One That I Want,0.8322569434937848
856,Havana,Hips Don't Lie,0.7475047634420537
857,Havana,I Took a Pill in Ibiza,0.9062073920450613
858,Havana,I Want to Hold Your Hand,0.8474652982842581
859,Havana,I Will Always Love You,0.8341590958866397
860,Havana,I'm a Believer,0.8629604079182631
861,Havana,If I Didn't Care,0.8309939734008328
862,Havana,In the Summertime,0.8935738208720291
863,Havana,Kung Fu Fighting,0.9152755922270339
864,Havana,Lean On,0.740882960814445
865,Havana,Let It Go,0.7865032969552799
866,Havana,Love Me like You Do,0.7864682187435965
867,Havana,Love on the Brain,0.7966776637583349
868,Havana,Love Yourself,0.7599137236662135
869,Havana,Macarena,0.8666005025148219
870,Havana,Moves Like Jagger,0.8302175666162512
871,Havana,Mundian To Bach Ke,0.6699174652434808
872,Havana,My Heart Will Go On,0.8853745100155088
873,Havana,My Sharona,0.8028010138357966
874,Havana,My Sweet Lord,0.8319546442711506
875,Havana,Needed Me,0.7471089126899392
876,Havana,Old Town Road,0.7664109182086539
877,Havana,One Dance,0.7541490457371889
878,Havana,Right Round,0.7751903762130293
879,Havana,Rock Around the Clock,0.8623667432619662
880,Havana,Rock Your Baby,0.8862290867425722
881,Havana,Rolling in the Deep,0.7823780245361178
882,Havana,Rudolph the Red-Nosed Reindeer,0.8278529510077272
883,Havana,See You Again,0.8315249720527744
884,Havana,Shape of You,0.7518153754621852
885,Havana,Silent Night,0.8758418368558456
886,Havana,Somebody That I Used to Know,0.8212327337375793
887,Havana,Something Just Like This,0.7319827977449419
888,Havana,Sweet Mother,0.8007642576042998
889,Havana,Tennessee Waltz,0.8426146224383647
890,Havana,The Last Farewell,0.7807708748371766
891,Havana,Thinking Out Loud,0.770893751108368
892,Havana,Thrift Shop,0.80000805829554
893,Havana,Un-Break My Heart,0.7227903799971607
894,Havana,Uptown Funk,0.8065606307928879
895,Havana,Wabash Cannonball,0.9004175481965729
896,Havana,Waka Waka (This Time for Africa),0.8476065027376015
897,Havana,We Are the World,0.8590117804573267
898,Havana,Y.M.C.A.,0.8992126498584193
899,Havana,"Yes Sir, I Can Boogie",0.8805420428363047
900,Havana,You're the One That I Want,0.8819175586845708
901,Hips Don't Lie,I Took a Pill in Ibiza,0.8863300550293017
902,Hips Don't Lie,I Want to Hold Your Hand,0.8545247457193824
903,Hips Don't Lie,I Will Always Love You,0.865755075232759
904,Hips Don't Lie,I'm a Believer,0.8756600614895619
905,Hips Don't Lie,If I Didn't Care,0.7895915501753519
906,Hips Don't Lie,In the Summertime,0.8106807210955148
907,Hips Don't Lie,Kung Fu Fighting,0.8667752056946317
908,Hips Don't Lie,Lean On,0.9182566721727744
909,Hips Don't Lie,Let It Go,0.9056712757418893
910,Hips Don't Lie,Love Me like You Do,0.9234738581264408
911,Hips Don't Lie,Love on the Brain,0.9354937892166092
912,Hips Don't Lie,Love Yourself,0.9283033547644517
913,Hips Don't Lie,Macarena,0.8715834714426789
914,Hips Don't Lie,Moves Like Jagger,0.9288977859331916
915,Hips Don't Lie,Mundian To Bach Ke,0.8941015085626248
916,Hips Don't Lie,My Heart Will Go On,0.8894687048883719
917,Hips Don't Lie,My Sharona,0.8717723735657811
918,Hips Don't Lie,My Sweet Lord,0.8987313884147266
919,Hips Don't Lie,Needed Me,0.94117421480251
920,Hips Don't Lie,Old Town Road,0.8559486861077023
921,Hips Don't Lie,One Dance,0.9193225543297628
922,Hips Don't Lie,Right Round,0.8965632743501886
923,Hips Don't Lie,Rock Around the Clock,0.8935706208890501
924,Hips Don't Lie,Rock Your Baby,0.814734367173787
925,Hips Don't Lie,Rolling in the Deep,0.9297440582067614
926,Hips Don't Lie,Rudolph the Red-Nosed Reindeer,0.7614311701993902
927,Hips Don't Lie,See You Again,0.8803995523967283
928,Hips Don't Lie,Shape of You,0.9396754346943413
929,Hips Don't Lie,Silent Night,0.8973034461468495
930,Hips Don't Lie,Somebody That I Used to Know,0.8687760449568063
931,Hips Don't Lie,Something Just Like This,0.9232792159602202
932,Hips Don't Lie,Sweet Mother,0.9409526841640273
933,Hips Don't Lie,Tennessee Waltz,0.9023710093460883
934,Hips Don't Lie,The Last Farewell,0.8443890033905531
935,Hips Don't Lie,Thinking Out Loud,0.9312633886497763
936,Hips Don't Lie,Thrift Shop,0.9171991150831686
937,Hips Don't Lie,Un-Break My Heart,0.9371614647456927
938,Hips Don't Lie,Uptown Funk,0.9219548279754899
939,Hips Don't Lie,Wabash Cannonball,0.8512889321025985
940,Hips Don't Lie,Waka Waka (This Time for Africa),0.9252522277113687
941,Hips Don't Lie,We Are the World,0.8642958315085769
942,Hips Don't Lie,Y.M.C.A.,0.8199934758874123
943,Hips Don't Lie,"Yes Sir, I Can Boogie",0.8861586324616564
944,Hips Don't Lie,You're the One That I Want,0.8817040903485612
945,I Took a Pill in Ibiza,I Want to Hold Your Hand,0.9589123820636416
946,I Took a Pill in Ibiza,I Will Always Love You,0.9462995498635199
947,I Took a Pill in Ibiza,I'm a Believer,0.9158615059511664
948,I Took a Pill in Ibiza,If I Didn't Care,0.9126358532556439
949,I Took a Pill in Ibiza,In the Summertime,0.9489809125016014
950,I Took a Pill in Ibiza,Kung Fu Fighting,0.9590215151446888
951,I Took a Pill in Ibiza,Lean On,0.844951554690432
952,I Took a Pill in Ibiza,Let It Go,0.906606824767895
953,I Took a Pill in Ibiza,Love Me like You Do,0.9094469832336455
954,I Took a Pill in Ibiza,Love on the Brain,0.9173781428319874
