,Article_1,Article_2,Similarity
955,I Took a Pill in Ibiza,Love Yourself,0.88684262068048
956,I Took a Pill in Ibiza,Macarena,0.945392321256899
957,I Took a Pill in Ibiza,Moves Like Jagger,0.9360508012182958
958,I Took a Pill in Ibiza,Mundian To Bach Ke,0.768715826865874
959,I Took a Pill in Ibiza,My Heart Will Go On,0.9527409981833587
960,I Took a Pill in Ibiza,My Sharona,0.9260027409993227
961,I Took a Pill in Ibiza,My Sweet Lord,0.9578103646981195
962,I Took a Pill in Ibiza,Needed Me,0.8796321985986236
963,I Took a Pill in Ibiza,Old Town Road,0.8797742062846311
964,I Took a Pill in Ibiza,One Dance,0.8854243146994399
965,I Took a Pill in Ibiza,Right Round,0.8852031004525822
966,I Took a Pill in Ibiza,Rock Around the Clock,0.942779469575278
967,I Took a Pill in Ibiza,Rock Your Baby,0.9410530522857737
968,I Took a Pill in Ibiza,Rolling in the Deep,0.9122482962099626
969,I Took a Pill in Ibiza,Rudolph the Red-Nosed Reindeer,0.8963555638912053
970,I Took a Pill in Ibiza,See You Again,0.9482188148868249
971,I Took a Pill in Ibiza,Shape of You,0.8902147069762429
972,I Took a Pill in Ibiza,Silent Night,0.9344519875668551
973,I Took a Pill in Ibiza,Somebody That I Used to Know,0.9109853393489697
974,I Took a Pill in Ibiza,Something Just Like This,0.8825526348984982
975,I Took a Pill in Ibiza,Sweet Mother,0.940107215694234
976,I Took a Pill in Ibiza,Tennessee Waltz,0.9512592049645039
977,I Took a Pill in Ibiza,The Last Farewell,0.9089428339489999
978,I Took a Pill in Ibiza,Thinking Out Loud,0.8958505591511492
979,I Took a Pill in Ibiza,Thrift Shop,0.9070651498108693
980,I Took a Pill in Ibiza,Un-Break My Heart,0.8614680008830075
981,I Took a Pill in Ibiza,Uptown Funk,0.9274178520551558
982,I Took a Pill in Ibiza,Wabash Cannonball,0.960928954024569
983,I Took a Pill in Ibiza,Waka Waka (This Time for Africa),0.9321800470605173
984,I Took a Pill in Ibiza,We Are the World,0.9454547397540738
985,I Took a Pill in Ibiza,Y.M.C.A.,0.9401939547389584
986,I Took a Pill in Ibiza,"Yes Sir, I Can Boogie",0.9624358366116189
987,I Took a Pill in Ibiza,You're the One That I Want,0.9724592696643306
988,I Want to Hold Your Hand,I Will Always Love You,0.9249691137970484
989,I Want to Hold Your Hand,I'm a Believer,0.8998912845044109
990,I Want to Hold Your Hand,If I Didn't Care,0.9565374117722856
991,I Want to Hold Your Hand,In the Summertime,0.9315000026895434
992,I Want to Hold Your Hand,Kung Fu Fighting,0.9377521842425544
993,I Want to Hold Your Hand,Lean On,0.8115221997248618
994,I Want to Hold Your Hand,Let It Go,0.8770122377405448
995,I Want to Hold Your Hand,Love Me like You Do,0.9068763213755923
996,I Want to Hold Your Hand,Love on the Brain,0.9060824760866946
997,I Want to Hold Your Hand,Love Yourself,0.8556018366759157
998,I Want to Hold Your Hand,Macarena,0.8905488487168821
999,I Want to Hold Your Hand,Moves Like Jagger,0.907099501496153
1000,I Want to Hold Your Hand,Mundian To Bach Ke,0.7183513848103722
1001,I Want to Hold Your Hand,My Heart Will Go On,0.9140089505269592
1002,I Want to Hold Your Hand,My Sharona,0.9181587004420644
1003,I Want to Hold Your Hand,My Sweet Lord,0.9284243411688122
1004,I Want to Hold Your Hand,Needed Me,0.8630897967422307
1005,I Want to Hold Your Hand,Old Town Road,0.8473197211078962
1006,I Want to Hold Your Hand,One Dance,0.8793829309036758
1007,I Want to Hold Your Hand,Right Round,0.8713189807106679
1008,I Want to Hold Your Hand,Rock Around the Clock,0.9046498192527378
1009,I Want to Hold Your Hand,Rock Your Baby,0.9334446822438345
1010,I Want to Hold Your Hand,Rolling in the Deep,0.8789818895356545
1011,I Want to Hold Your Hand,Rudolph the Red-Nosed Reindeer,0.8908155184902872
1012,I Want to Hold Your Hand,See You Again,0.9255438982006601
1013,I Want to Hold Your Hand,Shape of You,0.8591293125095635
1014,I Want to Hold Your Hand,Silent Night,0.8768839129556022
1015,I Want to Hold Your Hand,Somebody That I Used to Know,0.8794816477688898
1016,I Want to Hold Your Hand,Something Just Like This,0.8643621609521287
1017,I Want to Hold Your Hand,Sweet Mother,0.9088711531424851
1018,I Want to Hold Your Hand,Tennessee Waltz,0.9256385712772692
1019,I Want to Hold Your Hand,The Last Farewell,0.9357559011034128
1020,I Want to Hold Your Hand,Thinking Out Loud,0.8657714976788284
1021,I Want to Hold Your Hand,Thrift Shop,0.8821268974215887
1022,I Want to Hold Your Hand,Un-Break My Heart,0.8267009171173297
1023,I Want to Hold Your Hand,Uptown Funk,0.9023194799893469
1024,I Want to Hold Your Hand,Wabash Cannonball,0.9347560813498788
1025,I Want to Hold Your Hand,Waka Waka (This Time for Africa),0.8909162072771956
1026,I Want to Hold Your Hand,We Are the World,0.9473570062537883
1027,I Want to Hold Your Hand,Y.M.C.A.,0.9234324810103824
1028,I Want to Hold Your Hand,"Yes Sir, I Can Boogie",0.9544631966979188
1029,I Want to Hold Your Hand,You're the One That I Want,0.9631263932774432
1030,I Will Always Love You,I'm a Believer,0.8954981967993606
1031,I Will Always Love You,If I Didn't Care,0.8794274999651801
1032,I Will Always Love You,In the Summertime,0.907375569552615
1033,I Will Always Love You,Kung Fu Fighting,0.9307184636221904
1034,I Will Always Love You,Lean On,0.8435516697514337
1035,I Will Always Love You,Let It Go,0.9263474682405163
1036,I Will Always Love You,Love Me like You Do,0.8986706311847752
1037,I Will Always Love You,Love on the Brain,0.9035462993988227
1038,I Will Always Love You,Love Yourself,0.8834179300272939
1039,I Will Always Love You,Macarena,0.9157604739939244
1040,I Will Always Love You,Moves Like Jagger,0.9097142800284699
1041,I Will Always Love You,Mundian To Bach Ke,0.7541104998248256
1042,I Will Always Love You,My Heart Will Go On,0.9257317800728557
1043,I Will Always Love You,My Sharona,0.9156128874039808
1044,I Will Always Love You,My Sweet Lord,0.9592734743807716
1045,I Will Always Love You,Needed Me,0.8847488910471535
1046,I Will Always Love You,Old Town Road,0.8822176898503631
1047,I Will Always Love You,One Dance,0.8842157607729312
1048,I Will Always Love You,Right Round,0.8831922235372514
1049,I Will Always Love You,Rock Around the Clock,0.9274372599823216
1050,I Will Always Love You,Rock Your Baby,0.9021213816837539
1051,I Will Always Love You,Rolling in the Deep,0.9047859750942953
1052,I Will Always Love You,Rudolph the Red-Nosed Reindeer,0.8579647045367041
1053,I Will Always Love You,See You Again,0.949100127893494
1054,I Will Always Love You,Shape of You,0.8759409433253791
1055,I Will Always Love You,Silent Night,0.9135988502365252
1056,I Will Always Love You,Somebody That I Used to Know,0.9143780835959288
1057,I Will Always Love You,Something Just Like This,0.8810816747693705
1058,I Will Always Love You,Sweet Mother,0.911870790768337
1059,I Will Always Love You,Tennessee Waltz,0.9479503426315764
1060,I Will Always Love You,The Last Farewell,0.9029618898571746
1061,I Will Always Love You,Thinking Out Loud,0.8905306566995295
1062,I Will Always Love You,Thrift Shop,0.9051443547709737
1063,I Will Always Love You,Un-Break My Heart,0.8646568280129315
1064,I Will Always Love You,Uptown Funk,0.9190001339430806
1065,I Will Always Love You,Wabash Cannonball,0.9285833613151627
1066,I Will Always Love You,Waka Waka (This Time for Africa),0.9043992169232863
1067,I Will Always Love You,We Are the World,0.9103042275497348
1068,I Will Always Love You,Y.M.C.A.,0.9108227123963268
1069,I Will Always Love You,"Yes Sir, I Can Boogie",0.937306303406468
1070,I Will Always Love You,You're the One That I Want,0.9476779109762571
1071,I'm a Believer,If I Didn't Care,0.865041331542178
1072,I'm a Believer,In the Summertime,0.9213452407528967
1073,I'm a Believer,Kung Fu Fighting,0.9361928879010045
1074,I'm a Believer,Lean On,0.8927691665948918
1075,I'm a Believer,Let It Go,0.8769026976109491
1076,I'm a Believer,Love Me like You Do,0.8815819001604205
1077,I'm a Believer,Love on the Brain,0.9330053171710986
1078,I'm a Believer,Love Yourself,0.9186236725602307
1079,I'm a Believer,Macarena,0.8720988238059043
1080,I'm a Believer,Moves Like Jagger,0.9511190857259653
1081,I'm a Believer,Mundian To Bach Ke,0.8016589197314014
1082,I'm a Believer,My Heart Will Go On,0.9260592269315315
1083,I'm a Believer,My Sharona,0.9277075456899109
1084,I'm a Believer,My Sweet Lord,0.9032544877016802
1085,I'm a Believer,Needed Me,0.8872240572221283
1086,I'm a Believer,Old Town Road,0.8962413670575506
1087,I'm a Believer,One Dance,0.9042688404168018
1088,I'm a Believer,Right Round,0.9129489671104737
1089,I'm a Believer,Rock Around the Clock,0.9464137714709528
1090,I'm a Believer,Rock Your Baby,0.9423059582684142
1091,I'm a Believer,Rolling in the Deep,0.9141378855025684
1092,I'm a Believer,Rudolph the Red-Nosed Reindeer,0.7870957529861646
1093,I'm a Believer,See You Again,0.9078874408466736
1094,I'm a Believer,Shape of You,0.8994414237859619
1095,I'm a Believer,Silent Night,0.8994025664052265
1096,I'm a Believer,Somebody That I Used to Know,0.9356240293375746
1097,I'm a Believer,Something Just Like This,0.8577260941787495
1098,I'm a Believer,Sweet Mother,0.8658146365031495
1099,I'm a Believer,Tennessee Waltz,0.8835336988834196
1100,I'm a Believer,The Last Farewell,0.814587195369673
1101,I'm a Believer,Thinking Out Loud,0.9191047507419695
1102,I'm a Believer,Thrift Shop,0.9151546347451905
1103,I'm a Believer,Un-Break My Heart,0.8941651369475011
1104,I'm a Believer,Uptown Funk,0.9268721617977352
1105,I'm a Believer,Wabash Cannonball,0.8856579776340754
1106,I'm a Believer,Waka Waka (This Time for Africa),0.9344650927843042
1107,I'm a Believer,We Are the World,0.9119760504578871
1108,I'm a Believer,Y.M.C.A.,0.8880238750714402
1109,I'm a Believer,"Yes Sir, I Can Boogie",0.9368582181917108
1110,I'm a Believer,You're the One That I Want,0.9243483556914219
1111,If I Didn't Care,In the Summertime,0.906356063111571
1112,If I Didn't Care,Kung Fu Fighting,0.9129865691103505
1113,If I Didn't Care,Lean On,0.7486441091777899
1114,If I Didn't Care,Let It Go,0.8296353291957074
1115,If I Didn't Care,Love Me like You Do,0.8720807288507267
1116,If I Didn't Care,Love on the Brain,0.8363674513484471
1117,If I Didn't Care,Love Yourself,0.784958116438489
1118,If I Didn't Care,Macarena,0.8388979997220433
1119,If I Didn't Care,Moves Like Jagger,0.8493850324491696
1120,If I Didn't Care,Mundian To Bach Ke,0.6537278211129854
1121,If I Didn't Care,My Heart Will Go On,0.8644545731622337
1122,If I Didn't Care,My Sharona,0.8679283590400412
1123,If I Didn't Care,My Sweet Lord,0.869734150415404
1124,If I Didn't Care,Needed Me,0.7966698767894558
1125,If I Didn't Care,Old Town Road,0.7746562734699889
1126,If I Didn't Care,One Dance,0.8125576616145795
1127,If I Didn't Care,Right Round,0.8086470804292731
1128,If I Didn't Care,Rock Around the Clock,0.8526352908562328
1129,If I Didn't Care,Rock Your Baby,0.9088535163125265
1130,If I Didn't Care,Rolling in the Deep,0.8061610874708109
1131,If I Didn't Care,Rudolph the Red-Nosed Reindeer,0.8669841422414302
1132,If I Didn't Care,See You Again,0.8713976765251096
1133,If I Didn't Care,Shape of You,0.7820758750832363
1134,If I Didn't Care,Silent Night,0.8350992007107993
1135,If I Didn't Care,Somebody That I Used to Know,0.8143996714034192
1136,If I Didn't Care,Something Just Like This,0.7962323340421267
1137,If I Didn't Care,Sweet Mother,0.8420468509725638
1138,If I Didn't Care,Tennessee Waltz,0.8916334782019
1139,If I Didn't Care,The Last Farewell,0.9141120256416615
1140,If I Didn't Care,Thinking Out Loud,0.796404249211288
1141,If I Didn't Care,Thrift Shop,0.8426523692515654
1142,If I Didn't Care,Un-Break My Heart,0.7479477808394446
1143,If I Didn't Care,Uptown Funk,0.8363136418002293
1144,If I Didn't Care,Wabash Cannonball,0.8990937097479731
1145,If I Didn't Care,Waka Waka (This Time for Africa),0.8250638947660658
1146,If I Didn't Care,We Are the World,0.9195736010684679
1147,If I Didn't Care,Y.M.C.A.,0.9021980536381199
1148,If I Didn't Care,"Yes Sir, I Can Boogie",0.9059740680039895
1149,If I Didn't Care,You're the One That I Want,0.9408837012095979
1150,In the Summertime,Kung Fu Fighting,0.9531565376950586
1151,In the Summertime,Lean On,0.8097502083753727
1152,In the Summertime,Let It Go,0.8493308734091211
1153,In the Summertime,Love Me like You Do,0.8324957833793141
1154,In the Summertime,Love on the Brain,0.8730699535580196
1155,In the Summertime,Love Yourself,0.8336275684118561
1156,In the Summertime,Macarena,0.890970370662429
1157,In the Summertime,Moves Like Jagger,0.905744605456625
1158,In the Summertime,Mundian To Bach Ke,0.6806557726215405
1159,In the Summertime,My Heart Will Go On,0.9329348117493725
1160,In the Summertime,My Sharona,0.9300368802053598
1161,In the Summertime,My Sweet Lord,0.9131918135320533
1162,In the Summertime,Needed Me,0.8214496563492729
1163,In the Summertime,Old Town Road,0.8630472844613348
1164,In the Summertime,One Dance,0.8598172261180773
1165,In the Summertime,Right Round,0.8461298126242497
1166,In the Summertime,Rock Around the Clock,0.9196072085523276
1167,In the Summertime,Rock Your Baby,0.981511813457839
1168,In the Summertime,Rolling in the Deep,0.8588895264908027
1169,In the Summertime,Rudolph the Red-Nosed Reindeer,0.8482298632130163
1170,In the Summertime,See You Again,0.9162585326647714
1171,In the Summertime,Shape of You,0.8420028151469738
1172,In the Summertime,Silent Night,0.8782599177805767
1173,In the Summertime,Somebody That I Used to Know,0.8946436858472214
1174,In the Summertime,Something Just Like This,0.8310276971004862
1175,In the Summertime,Sweet Mother,0.8770613172482846
1176,In the Summertime,Tennessee Waltz,0.8815182124851279
1177,In the Summertime,The Last Farewell,0.8398900592446285
1178,In the Summertime,Thinking Out Loud,0.849662826254375
1179,In the Summertime,Thrift Shop,0.8855969943381287
1180,In the Summertime,Un-Break My Heart,0.7942196285749101
1181,In the Summertime,Uptown Funk,0.8942685538773667
1182,In the Summertime,Wabash Cannonball,0.9234727935740831
1183,In the Summertime,Waka Waka (This Time for Africa),0.8771119642631366
1184,In the Summertime,We Are the World,0.9250889313925797
1185,In the Summertime,Y.M.C.A.,0.9246617155002513
1186,In the Summertime,"Yes Sir, I Can Boogie",0.9520548185827813
1187,In the Summertime,You're the One That I Want,0.9537388678263442
1188,Kung Fu Fighting,Lean On,0.8688230566314264
1189,Kung Fu Fighting,Let It Go,0.9056632340488583
1190,Kung Fu Fighting,Love Me like You Do,0.9010698871196217
1191,Kung Fu Fighting,Love on the Brain,0.9097146124709062
1192,Kung Fu Fighting,Love Yourself,0.8821212721888295
1193,Kung Fu Fighting,Macarena,0.9120977770752213
1194,Kung Fu Fighting,Moves Like Jagger,0.9270632361280017
1195,Kung Fu Fighting,Mundian To Bach Ke,0.7854980562178199
1196,Kung Fu Fighting,My Heart Will Go On,0.9461763661932824
1197,Kung Fu Fighting,My Sharona,0.9123656735119534
1198,Kung Fu Fighting,My Sweet Lord,0.9306765683959664
1199,Kung Fu Fighting,Needed Me,0.8748300025668607
1200,Kung Fu Fighting,Old Town Road,0.8640007219002719
1201,Kung Fu Fighting,One Dance,0.8901926172342026
1202,Kung Fu Fighting,Right Round,0.8945436538373128
1203,Kung Fu Fighting,Rock Around the Clock,0.9387977082796554
1204,Kung Fu Fighting,Rock Your Baby,0.951101762501778
1205,Kung Fu Fighting,Rolling in the Deep,0.8899512505539193
1206,Kung Fu Fighting,Rudolph the Red-Nosed Reindeer,0.8672795708674472
1207,Kung Fu Fighting,See You Again,0.9237673557138204
1208,Kung Fu Fighting,Shape of You,0.878367474399992
1209,Kung Fu Fighting,Silent Night,0.9322637866055902
1210,Kung Fu Fighting,Somebody That I Used to Know,0.9037701398383331
1211,Kung Fu Fighting,Something Just Like This,0.8746994467788213
1212,Kung Fu Fighting,Sweet Mother,0.900636496101212
1213,Kung Fu Fighting,Tennessee Waltz,0.9283399677363858
1214,Kung Fu Fighting,The Last Farewell,0.8776189593705863
1215,Kung Fu Fighting,Thinking Out Loud,0.8848246713526227
1216,Kung Fu Fighting,Thrift Shop,0.913778769372164
1217,Kung Fu Fighting,Un-Break My Heart,0.8491983791219587
1218,Kung Fu Fighting,Uptown Funk,0.9155436377696047
1219,Kung Fu Fighting,Wabash Cannonball,0.9454975743749573
1220,Kung Fu Fighting,Waka Waka (This Time for Africa),0.9217472357848393
1221,Kung Fu Fighting,We Are the World,0.9248393837232047
1222,Kung Fu Fighting,Y.M.C.A.,0.9389032312706244
1223,Kung Fu Fighting,"Yes Sir, I Can Boogie",0.9516641547118743
1224,Kung Fu Fighting,You're the One That I Want,0.9597419984676522
1225,Lean On,Let It Go,0.8971614534158548
1226,Lean On,Love Me like You Do,0.8852747101705029
1227,Lean On,Love on the Brain,0.9344824717205691
1228,Lean On,Love Yourself,0.9529642210519222
1229,Lean On,Macarena,0.8088000781713152
1230,Lean On,Moves Like Jagger,0.9346273652363928
1231,Lean On,Mundian To Bach Ke,0.8675167445464255
1232,Lean On,My Heart Will Go On,0.8889692281183268
1233,Lean On,My Sharona,0.8773688105570416
1234,Lean On,My Sweet Lord,0.8739784814733577
1235,Lean On,Needed Me,0.946893295663094
1236,Lean On,Old Town Road,0.8766631374057923
1237,Lean On,One Dance,0.9214773026369457
1238,Lean On,Right Round,0.9455488880728726
1239,Lean On,Rock Around the Clock,0.8882689979913585
1240,Lean On,Rock Your Baby,0.8282456528965296
1241,Lean On,Rolling in the Deep,0.9219602280317286
1242,Lean On,Rudolph the Red-Nosed Reindeer,0.7117044371943175
1243,Lean On,See You Again,0.879694091209516
1244,Lean On,Shape of You,0.9269964071467166
1245,Lean On,Silent Night,0.8789481195201876
1246,Lean On,Somebody That I Used to Know,0.8934074161585254
1247,Lean On,Something Just Like This,0.9050301935811924
1248,Lean On,Sweet Mother,0.8565334433422418
1249,Lean On,Tennessee Waltz,0.8470650703722938
1250,Lean On,The Last Farewell,0.7637895615170264
1251,Lean On,Thinking Out Loud,0.9446939502501503
1252,Lean On,Thrift Shop,0.9231894176733885
1253,Lean On,Un-Break My Heart,0.9299571461036961
1254,Lean On,Uptown Funk,0.9387052221851144
1255,Lean On,Wabash Cannonball,0.8159403309518884
1256,Lean On,Waka Waka (This Time for Africa),0.9123946826554589
1257,Lean On,We Are the World,0.8202924659137827
1258,Lean On,Y.M.C.A.,0.8072095860968275
1259,Lean On,"Yes Sir, I Can Boogie",0.8661370327194328
1260,Lean On,You're the One That I Want,0.8463309443515895
1261,Let It Go,Love Me like You Do,0.9026750853525162
1262,Let It Go,Love on the Brain,0.9304236525789022
1263,Let It Go,Love Yourself,0.9164815651965261
1264,Let It Go,Macarena,0.8802974637438311
1265,Let It Go,Moves Like Jagger,0.9193282467288065
1266,Let It Go,Mundian To Bach Ke,0.8010573907811074
1267,Let It Go,My Heart Will Go On,0.9029557167291191
1268,Let It Go,My Sharona,0.8933292266748005
1269,Let It Go,My Sweet Lord,0.9395888455226995
1270,Let It Go,Needed Me,0.9253495518435169
1271,Let It Go,Old Town Road,0.8578251306212425
1272,Let It Go,One Dance,0.8944016563686175
1273,Let It Go,Right Round,0.9196585693875585
1274,Let It Go,Rock Around the Clock,0.9095304864820465
1275,Let It Go,Rock Your Baby,0.8450560700002462
1276,Let It Go,Rolling in the Deep,0.9265538517258368
1277,Let It Go,Rudolph the Red-Nosed Reindeer,0.8249894565399559
1278,Let It Go,See You Again,0.9270682538554899
1279,Let It Go,Shape of You,0.9064630784686915
1280,Let It Go,Silent Night,0.92175732350222
1281,Let It Go,Somebody That I Used to Know,0.9028600224005648
1282,Let It Go,Something Just Like This,0.9016428164168907
1283,Let It Go,Sweet Mother,0.9094917774730793
1284,Let It Go,Tennessee Waltz,0.9366524935232494
1285,Let It Go,The Last Farewell,0.8675185891681977
1286,Let It Go,Thinking Out Loud,0.9312202111544539
1287,Let It Go,Thrift Shop,0.9068632336819037
1288,Let It Go,Un-Break My Heart,0.9091424814752643
1289,Let It Go,Uptown Funk,0.9251315428015168
1290,Let It Go,Wabash Cannonball,0.8809596529589657
1291,Let It Go,Waka Waka (This Time for Africa),0.8982057726522704
1292,Let It Go,We Are the World,0.8818275440933444
1293,Let It Go,Y.M.C.A.,0.8650393666173154
1294,Let It Go,"Yes Sir, I Can Boogie",0.8980100691656469
1295,Let It Go,You're the One That I Want,0.9145157598356782
1296,Love Me like You Do,Love on the Brain,0.9296235267448185
1297,Love Me like You Do,Love Yourself,0.9026118546115178
1298,Love Me like You Do,Macarena,0.8620186055822175
1299,Love Me like You Do,Moves Like Jagger,0.9268195538166829
1300,Love Me like You Do,Mundian To Bach Ke,0.8634434237176134
1301,Love Me like You Do,My Heart Will Go On,0.8976627334175515
1302,Love Me like You Do,My Sharona,0.8802043590947316
1303,Love Me like You Do,My Sweet Lord,0.8983577766151832
1304,Love Me like You Do,Needed Me,0.9298335784562932
1305,Love Me like You Do,Old Town Road,0.8354480614749877
1306,Love Me like You Do,One Dance,0.9033026211641152
1307,Love Me like You Do,Right Round,0.8944514175282126
1308,Love Me like You Do,Rock Around the Clock,0.9027058717068122
1309,Love Me like You Do,Rock Your Baby,0.8456542167227549
1310,Love Me like You Do,Rolling in the Deep,0.9207737423054198
1311,Love Me like You Do,Rudolph the Red-Nosed Reindeer,0.8073590524346546
1312,Love Me like You Do,See You Again,0.8941958061101657
1313,Love Me like You Do,Shape of You,0.8986651695324883
1314,Love Me like You Do,Silent Night,0.8877136716598114
1315,Love Me like You Do,Somebody That I Used to Know,0.8685725794806443
1316,Love Me like You Do,Something Just Like This,0.8927846692309965
1317,Love Me like You Do,Sweet Mother,0.9069149568656453
1318,Love Me like You Do,Tennessee Waltz,0.9100047816279315
1319,Love Me like You Do,The Last Farewell,0.8961802631294131
1320,Love Me like You Do,Thinking Out Loud,0.9041699513545106
1321,Love Me like You Do,Thrift Shop,0.9095380762219205
1322,Love Me like You Do,Un-Break My Heart,0.9026224709362616
1323,Love Me like You Do,Uptown Funk,0.9102536136150262
1324,Love Me like You Do,Wabash Cannonball,0.8889953750532527
1325,Love Me like You Do,Waka Waka (This Time for Africa),0.9248326312503624
1326,Love Me like You Do,We Are the World,0.8857651132743581
1327,Love Me like You Do,Y.M.C.A.,0.8468826050798959
1328,Love Me like You Do,"Yes Sir, I Can Boogie",0.9053119590961323
1329,Love Me like You Do,You're the One That I Want,0.9171120282812666
1330,Love on the Brain,Love Yourself,0.9725857868115209
1331,Love on the Brain,Macarena,0.8792212347080436
1332,Love on the Brain,Moves Like Jagger,0.9682733992716035
1333,Love on the Brain,Mundian To Bach Ke,0.838986400439254
1334,Love on the Brain,My Heart Will Go On,0.9262373921905417
1335,Love on the Brain,My Sharona,0.9310940248680613
1336,Love on the Brain,My Sweet Lord,0.9333092429452569
1337,Love on the Brain,Needed Me,0.9530530384199741
1338,Love on the Brain,Old Town Road,0.905807511648581
1339,Love on the Brain,One Dance,0.9295955005462953
1340,Love on the Brain,Right Round,0.9615299613656685
1341,Love on the Brain,Rock Around the Clock,0.9383847878054525
1342,Love on the Brain,Rock Your Baby,0.8883598026640763
1343,Love on the Brain,Rolling in the Deep,0.9662816090292812
1344,Love on the Brain,Rudolph the Red-Nosed Reindeer,0.8018113849883085
1345,Love on the Brain,See You Again,0.9403094363284566
1346,Love on the Brain,Shape of You,0.9490962631733256
1347,Love on the Brain,Silent Night,0.9075656604032452
1348,Love on the Brain,Somebody That I Used to Know,0.9457439752644372
1349,Love on the Brain,Something Just Like This,0.9139524673506688
1350,Love on the Brain,Sweet Mother,0.9148662678670645
1351,Love on the Brain,Tennessee Waltz,0.9201783737952
1352,Love on the Brain,The Last Farewell,0.8668891628110198
1353,Love on the Brain,Thinking Out Loud,0.9737654463219044
1354,Love on the Brain,Thrift Shop,0.9318002918366124
1355,Love on the Brain,Un-Break My Heart,0.9614556774831137
1356,Love on the Brain,Uptown Funk,0.9692727445676456
1357,Love on the Brain,Wabash Cannonball,0.8858195138549109
1358,Love on the Brain,Waka Waka (This Time for Africa),0.9534222109838314
1359,Love on the Brain,We Are the World,0.9051957785260156
1360,Love on the Brain,Y.M.C.A.,0.8630053497615674
1361,Love on the Brain,"Yes Sir, I Can Boogie",0.9358105001351623
1362,Love on the Brain,You're the One That I Want,0.9136210069222374
1363,Love Yourself,Macarena,0.8512690768252468
1364,Love Yourself,Moves Like Jagger,0.9631676942632634
1365,Love Yourself,Mundian To Bach Ke,0.8535989213011067
1366,Love Yourself,My Heart Will Go On,0.9099864663130168
1367,Love Yourself,My Sharona,0.9142605528793941
1368,Love Yourself,My Sweet Lord,0.9192461832700648
1369,Love Yourself,Needed Me,0.9524095912146278
1370,Love Yourself,Old Town Road,0.9013556937502012
1371,Love Yourself,One Dance,0.9262322843369045
1372,Love Yourself,Right Round,0.968908613546457
1373,Love Yourself,Rock Around the Clock,0.9182456865528501
1374,Love Yourself,Rock Your Baby,0.8572461276503478
1375,Love Yourself,Rolling in the Deep,0.9585970473725365
1376,Love Yourself,Rudolph the Red-Nosed Reindeer,0.7630643861475276
1377,Love Yourself,See You Again,0.9326088535135907
1378,Love Yourself,Shape of You,0.9584256809349696
1379,Love Yourself,Silent Night,0.9004569881233769
1380,Love Yourself,Somebody That I Used to Know,0.929318726593099
1381,Love Yourself,Something Just Like This,0.9197243110659233
1382,Love Yourself,Sweet Mother,0.8868329044964904
1383,Love Yourself,Tennessee Waltz,0.8925199268440196
1384,Love Yourself,The Last Farewell,0.8017488768371941
1385,Love Yourself,Thinking Out Loud,0.9804823960452556
1386,Love Yourself,Thrift Shop,0.9307306468384174
1387,Love Yourself,Un-Break My Heart,0.9707033917242213
1388,Love Yourself,Uptown Funk,0.9666516970795455
1389,Love Yourself,Wabash Cannonball,0.8459800428783343
1390,Love Yourself,Waka Waka (This Time for Africa),0.9422600914157712
1391,Love Yourself,We Are the World,0.8539680290503854
1392,Love Yourself,Y.M.C.A.,0.8327575878614074
1393,Love Yourself,"Yes Sir, I Can Boogie",0.891556344749602
1394,Love Yourself,You're the One That I Want,0.8759228672493405
1395,Macarena,Moves Like Jagger,0.8896194925905533
1396,Macarena,Mundian To Bach Ke,0.7503428190790077
1397,Macarena,My Heart Will Go On,0.8906942532482636
1398,Macarena,My Sharona,0.8681117094934333
1399,Macarena,My Sweet Lord,0.927796728914696
1400,Macarena,Needed Me,0.8481978524977397
1401,Macarena,Old Town Road,0.8310057249487719
1402,Macarena,One Dance,0.8481327033767921
1403,Macarena,Right Round,0.836220433802266
1404,Macarena,Rock Around the Clock,0.9036029951352261
1405,Macarena,Rock Your Baby,0.8852167279322145
1406,Macarena,Rolling in the Deep,0.8955977685130836
1407,Macarena,Rudolph the Red-Nosed Reindeer,0.8528902987195757
1408,Macarena,See You Again,0.9136071101043828
1409,Macarena,Shape of You,0.8879696543100999
1410,Macarena,Silent Night,0.8784170375755785
1411,Macarena,Somebody That I Used to Know,0.8531089778712595
1412,Macarena,Something Just Like This,0.8711154757663735
1413,Macarena,Sweet Mother,0.9138166553465665
1414,Macarena,Tennessee Waltz,0.9407208094259922
1415,Macarena,The Last Farewell,0.876449545984927
1416,Macarena,Thinking Out Loud,0.8562208881709636
1417,Macarena,Thrift Shop,0.8806461602114616
1418,Macarena,Un-Break My Heart,0.8443565542243933
1419,Macarena,Uptown Funk,0.889799188591871
1420,Macarena,Wabash Cannonball,0.919238620983164
1421,Macarena,Waka Waka (This Time for Africa),0.8893412002006831
1422,Macarena,We Are the World,0.8918689692570082
1423,Macarena,Y.M.C.A.,0.8751361650833962
1424,Macarena,"Yes Sir, I Can Boogie",0.913819731570537
1425,Macarena,You're the One That I Want,0.9153205185193407
1426,Moves Like Jagger,Mundian To Bach Ke,0.8345513633041424
1427,Moves Like Jagger,My Heart Will Go On,0.9462926838958596
1428,Moves Like Jagger,My Sharona,0.9462820200466568
1429,Moves Like Jagger,My Sweet Lord,0.9379907299265431
1430,Moves Like Jagger,Needed Me,0.9444998241834849
1431,Moves Like Jagger,Old Town Road,0.9318660452943154
