,related titles
0,Soulcalibur_(video_game)
1,Soul_Edge
2,Soulcalibur_III
3,Heishiro_Mitsurugi
4,Siegfried_and_Nightmare
5,Astaroth_(Soulcalibur)
6,Ivy_Valentine
7,Necrid
8,Tira_(Soulcalibur)
9,Soulcalibur
10,Cassandra_Alexandra
11,Soulcalibur_IV
12,Hildegard_von_Krone
13,Sophitia
14,List_of_Soulcalibur_characters
15,Taki_(Soulcalibur)
16,Soulcalibur:_Broken_Destiny
17,Soulcalibur_V
18,Soulcalibur:_Lost_Swords
19,Soulcalibur_VI
