,related titles
0,NBA_2K
1,Doom_(2016_video_game)
2,Supersonic_Acrobatic_Rocket-Powered_Battle-Cars
3,List_of_Bethesda_Softworks_video_games
4,The_Elder_Scrolls_Online
5,Dying_Light
6,Grand_Theft_Auto_Online
7,Call_of_Duty:_Advanced_Warfare
8,Mortal_Kombat_X
9,EA_Play
10,Psyonix
11,Rock_Band_4
12,Super_Mega_Baseball
13,Ark:_Survival_Evolved
14,Halo_Wars_2
15,Destiny_post-release_content
16,Cross-platform_play
17,Injustice_2
18,Rocket_League_Championship_Series
19,Music_of_Rocket_League
