,related titles
0,Steam_(service)
1,Narbacular_Drop
2,Portal_(video_game)
3,Half-Life_(series)
4,The_Orange_Box
5,Weighted_Companion_Cube
6,The_cake_is_a_lie
7,Locations_of_Half-Life
8,GLaDOS
9,Still_Alive
10,Old_Man_Murray
11,Potato_Sack
12,Wheatley_(Portal)
13,Chell_(Portal)
14,Cave_Johnson_(Portal)
15,Portal_(series)
16,List_of_Portal_characters
17,Music_of_Portal_2
18,Portal_Stories:_Mel
19,Bridge_Constructor_Portal
