,related titles
0,Angry_Birds_(video_game)
1,Rovio_Entertainment
2,Angry_Birds_Rio
3,Angry_Birds_Seasons
4,Angry_Birds_Space
5,Angry_Birds_Toons
6,Angry_Birds_Trilogy
7,Bad_Piggies
8,Angry_Birds_Star_Wars
9,The_Angry_Birds_Movie
10,Angry_Birds_Friends
11,Angry_Birds_Star_Wars_II
12,Angry_Birds_Go!
13,Angry_Birds_Stella
14,Angry_Birds_Epic
15,Piggy_Tales
16,Angry_Birds_Transformers
17,List_of_Angry_Birds_Toons_episodes
18,The_Angry_Birds_Movie_2
19,Lego_The_Angry_Birds_Movie
