,related titles
0,Luigi's_Mansion
1,Waluigi
2,Metroid
3,Falco_Lombardi
4,Ice_Climber
5,Captain_Falcon
6,Marth_(Fire_Emblem)
7,Roy_(Fire_Emblem)
8,Kirby's_Dream_Land
9,Balloon_Fight
10,Super_Smash_Bros.
11,Meta_Knight
12,Super_Smash_Bros._Brawl
13,GameCube_controller
14,Sin_and_Punishment
15,Super_Smash_Bros._(video_game)
16,Super_Smash_Bros._for_Nintendo_3DS_and_Wii_U
17,Super_Smash_Bros._in_esports
18,Super_Smash_Bros._Ultimate
19,Ness_(EarthBound)
