,related titles
0,Sonic_Heroes
1,The_Nomad_Soul
2,Silent_Hill_2
3,WWE_SmackDown!_vs._Raw_2006
4,Fahrenheit_(2005_video_game)
5,Phantasy_Star_Universe
6,Quantic_Dream
7,Sonic_the_Hedgehog_(2006_video_game)
8,David_Cage
9,UEFA_Euro_2008_(video_game)
10,Agent_(video_game)
11,World_Snooker_Championship_2007_(video_game)
12,The_Last_of_Us
13,Beyond:_Two_Souls
14,Valorie_Curry
15,Madison_Paige
16,List_of_Capcom_games:_N–R
17,Detroit:_Become_Human
18,Resident_Evil_7:_Biohazard
19,Paper_Mario
