,related titles
0,Alien
1,Phantom
2,Evolution_(disambiguation)
3,End_of_the_world
4,Ghost_(disambiguation)
5,Wasteland
6,Legend_(disambiguation)
7,Hero_(disambiguation)
8,Lucky
9,Special
10,Legacy
11,Haunted
12,Home_Sweet_Home
13,Strangers_(disambiguation)
14,God_of_War
15,Dead_in_the_Water
16,Wanted
17,Heroes
18,Lost_Boys
19,The_Walking_Dead_(franchise)
