,related titles
0,Ubisoft
1,Far_Cry_(video_game)
2,Far_Cry_2
3,Far_Cry
4,Ubisoft_Montreal
5,Assassin's_Creed
6,Assassin's_Creed_III
7,Clint_Hocking
8,Assassin's_Creed:_Brotherhood
9,Ubisoft_Connect
10,Vaas_Montenegro
11,Assassin's_Creed_IV:_Black_Flag
12,Far_Cry_3:_Blood_Dragon
13,Far_Cry_4
14,Far_Cry_5
15,Skull_and_Bones_(video_game)
16,List_of_Ubisoft_subsidiaries
17,Watch_Dogs
18,Far_Cry_6
19,Pagan_Min_(Far_Cry)
