,related titles
0,Single-player_video_game
1,Dead_Space_(2008_video_game)
2,Glen_Schofield
3,Dead_Space_(comics)
4,Dead_Space:_Downfall
5,Dead_Space:_Extraction
6,Necromorph
7,Dead_Space_2
8,Visceral_Games
9,Mass_Effect
10,Dead_Space_Ignition
11,Dead_Space:_Aftermath
12,Dead_Space:_Martyr
13,Dead_Space_(mobile_game)
14,Dead_Space_3
15,Dead_Space:_Liberation
16,Michael_Condrey
17,Isaac_Clarke
18,Music_of_the_Dead_Space_series
19,Dead_Space_(2023_video_game)
