,related titles
0,Blizzard_Entertainment
1,Warcraft_III:_Reign_of_Chaos
2,Role-playing_video_game
3,World_of_Warcraft
4,Warcraft_III:_The_Frozen_Throne
5,Sacred_(video_game)
6,Cow_level
7,Stronghold:_Crusader
8,Diablo_(series)
9,StarCraft_II:_Wings_of_Liberty
10,Battle.net
11,Diablo_II:_Lord_of_Destruction
12,Diablo:_Hellfire
13,Diablo_(video_game)
14,Diablo_III
15,World_of_Warcraft:_Cataclysm
16,Heroes_of_the_Storm
17,Diablo_III:_Reaper_of_Souls
18,Deckard_Cain
19,Diablo_II:_Resurrected
