,related titles
0,Bowser
1,Super_Mario_64
2,Super_Mario_Sunshine
3,New_Super_Mario_Bros.
4,Super_Mario
5,List_of_Mario_role-playing_games
6,Hammer_Bro
7,Mario_Kart_8
8,Super_Mario_3D_World
9,Amiibo
10,Captain_Toad:_Treasure_Tracker
11,Nintendo_Switch
12,Nintendo_Entertainment_Planning_&_Development
13,Mario_+_Rabbids_Kingdom_Battle
14,Paper_Mario
15,Mario_Tennis_Aces
16,Super_Mario_Party
17,Bowsette
18,Pauline_(Nintendo)
19,Bowser's_Fury
