,related titles
0,Knitting
1,Wire
2,Electrical_cable
3,Coaxial_cable
4,Textile
5,Yarn
6,Textile_arts
7,Rope
8,Metallic_fiber
9,Twine
10,Parachute_cord
11,Bast_fibre
12,Wire_rope
13,Eye_splice
14,Glossary_of_textile_manufacturing
15,Novelty_yarns
16,Conductive_textile
17,Braiding_machine
18,String_(structure)
19,Braid_(hairstyle)
