,related titles
0,Panda_(disambiguation)
1,Apollo_(disambiguation)
2,Naga
3,Max
4,Global
5,Conan
6,Player
7,Gex_(series)
8,Chaser
9,Red_(disambiguation)
10,Pogo
11,Bongo
12,Indian_dog
13,Coop
14,Wag
15,Gex_3:_Deep_Cover_Gecko
16,Izzy
17,Gex:_Enter_the_Gecko
18,Gex_(video_game)
19,Digger
