,related titles
0,Radiant_Silvergun
1,Crazy_Taxi_(video_game)
2,Bangai-O
3,Treasure_(company)
4,Shoot_'em_up
5,Border_Down
6,Giga_Wing
7,Mr._Driller
8,Castle_Shikigami_2
9,Silhouette_Mirage
10,G.rev
11,Radirgy
12,Gradius_V
13,Under_Defeat
14,Entertainment_Software_Publishing
15,Giga_Wing_2
16,Hiroshi_Iuchi
17,Chaos_Field
18,Kokuga
19,Gun_Beat
