,related titles
0,Valve_Corporation
1,Esports
2,Defense_of_the_Ancients
3,List_of_Valve_games
4,Multiplayer_online_battle_arena
5,List_of_multiplayer_online_battle_arena_games
6,Counter-Strike:_Global_Offensive
7,The_International_(Dota_2)
8,Heroes_of_the_Storm
9,ESL_(company)
10,List_of_esports_games
11,Source_2
12,The_International_2017
13,Artifact_(video_game)
14,Dota_Pro_Circuit
15,The_International_2018
16,The_International_2019
17,Dota_Underlords
18,Dota
19,The_International_2021
