,related titles
0,Jonatan_Söderström
1,PlayStation_Vita
2,Ultimate_Marvel_vs._Capcom_3
3,Borderlands_2
4,Devolver_Digital
5,Ys:_Memories_of_Celceta
6,2015_in_video_games
7,Guacamelee!
8,Stealth_Bastard
9,Hotline_Miami_2:_Wrong_Number
10,Proteus_(video_game)
11,Foul_Play_(video_game)
12,Dennaton_Games
13,OlliOlli
14,Roll7
15,Titan_Souls
16,Mother_Russia_Bleeds
17,Niklas_Åkerblad
18,Katana_Zero
19,Ruiner_(video_game)
