,related titles
0,Meta_Knight
1,Animal_Crossing
2,Super_Smash_Bros._for_Nintendo_3DS_and_Wii_U
3,2014_in_video_games
4,Yacht_Club_Games
5,Mario_vs._Donkey_Kong
6,Amiibo
7,Captain_Toad:_Treasure_Tracker
8,Kirby_and_the_Rainbow_Curse
9,Yoshi's_Woolly_World
10,Azure_Striker_Gunvolt
11,Shield_Knight
12,Runbow
13,Yooka-Laylee
14,Toys-to-life
15,Road_Redemption
16,Azure_Striker_Gunvolt_2
17,Hollow_Knight
18,Cyber_Shadow
19,Scribblenauts
