,related titles
0,Valve_Corporation
1,Team_Fortress_Classic
2,Source_(game_engine)
3,Counter-Strike:_Source
4,Counter-Strike:_Condition_Zero
5,Day_of_Defeat:_Source
6,Hellgate:_London
7,Left_4_Dead
8,List_of_Source_mods
9,List_of_GoldSrc_mods
10,The_Orange_Box
11,Counter-Strike_Online
12,Combat_Arms
13,Left_4_Dead_2
14,Left_4_Dead_(franchise)
15,Alien_Swarm
16,Dota_2
17,Dino_D-Day
18,Counter-Strike:_Global_Offensive
19,Counter-Strike
