,related titles
0,Game_Boy_Advance
1,Mario_Kart:_Super_Circuit
2,Mario_Bros.
3,Tetris_Attack
4,Rampart_(video_game)
5,Star_Fox_Adventures
6,Fire_Emblem:_The_Blazing_Blade
7,Wars_(series)
8,Advance_Wars_2:_Black_Hole_Rising
9,Advance_Wars:_Dual_Strike
10,Lego_Star_Wars:_The_Video_Game
11,Nintendo_Puzzle_Collection
12,Famicom_Wars
13,Game_Boy_Wars
14,Fire_Emblem:_The_Binding_Blade
15,Kirby_(series)
16,Advance_Wars:_Days_of_Ruin
17,Napoleon_(video_game)
18,Golden_Sun
19,Fire_Emblem_Awakening
