,related titles
0,Resident_Evil
1,Viewtiful_Joe_(video_game)
2,Resident_Evil_2
3,Jill_Valentine
4,Resident_Evil_3:_Nemesis
5,Resident_Evil_Zero
6,Resident_Evil_(1996_video_game)
7,Ada_Wong
8,Resident_Evil_–_Code:_Veronica
9,Shinji_Mikami
10,Ōkami
11,P.N.03
12,Capcom_Five
13,Resident_Evil:_The_Umbrella_Chronicles
14,Hideki_Kamiya
15,Resident_Evil:_The_Darkside_Chronicles
16,Resident_Evil_(2002_video_game)
17,List_of_Capcom_games:_N–R
18,Resident_Evil_2_(2019_video_game)
19,Viewtiful_Joe
