,related titles
0,Unreal_Tournament_3
1,Gears_of_War_(video_game)
2,Marcus_Fenix
3,Gnasher_Shotgun
4,Lancer_Assault_Rifle
5,Saints_Row_2
6,Damon_Baird
7,Augustus_Cole
8,Tom_Clancy's_Rainbow_Six:_Vegas_2
9,Fight_Night_Round_4
10,Shred_Nebula
11,NBA_2K9
12,Gears_of_War_3
13,Gears_of_War:_Judgment
14,Gears_of_War_4
15,Gears_of_War
16,Gears_of_War:_Ultimate_Edition
17,Gears_Tactics
18,Gears_5
19,Gears_5:_Hivebusters
