,related titles
0,Roguelike
1,Derek_Yu
2,Dungeon_Defenders
3,Call_of_Juarez
4,Runner2
5,The_Binding_of_Isaac:_Rebirth
6,Galak-Z:_The_Dimensional
7,Rogue_Legacy
8,SteamWorld_Dig
9,Crypt_of_the_NecroDancer
10,Crawl_(video_game)
11,Abyss_Odyssey
12,Eldritch_(video_game)
13,Flinthook
14,Eggplant_run
15,BlitWorks
16,Spelunky_2
17,UnderMine
18,Rogue_Legacy_2
19,Dandy_Ace
