,related titles
0,FromSoftware
1,Ivy_Valentine
2,Klonoa:_Door_to_Phantomile
3,Bandai_Namco_Entertainment
4,Naruto:_Ultimate_Ninja_Storm
5,Demon's_Souls
6,Dragon_Ball:_Revenge_of_King_Piccolo
7,Dark_Souls_(video_game)
8,Dark_Souls_II
9,Bloodborne
10,Hidetaka_Miyazaki
11,Dragon_Ball_Xenoverse
12,Dark_Souls_III
13,Supermassive_Games
14,Slashy_Souls
15,Dark_Souls_–_The_Board_Game
16,Dark_Souls_III:_The_Ringed_City
17,List_of_Bandai_Namco_video_game_franchises
18,Elden_Ring
19,Soulslike
