,related titles
0,The_Sims_(video_game)
1,The_Sims_2
2,FIFA_(video_game_series)
3,The_Urbz:_Sims_in_the_City
4,James_Bond_in_video_games
5,Star_Wars_video_games
6,Monopoly_in_video_games
7,EA_Salt_Lake
8,The_Sims_3
9,SimCity
10,List_of_Sim_video_games
11,Star_Wars:_Battlefront
12,Downloadable_content
13,Hasbro_Family_Game_Night
14,FIFA_09
15,Battlefield:_Bad_Company_2
16,FIFA_11
17,The_Sims_4
18,List_of_Electronic_Arts_games:_2000–2009
19,List_of_Electronic_Arts_games:_2010–2019
