,related titles
0,Counter-Strike_(video_game)
1,Deus_Ex_(video_game)
2,Quake_III_Arena
3,Tactical_shooter
4,Video_game_modding
5,Day_of_Defeat
6,Unreal_Tournament
7,Unreal_Tournament_2003
8,Unreal_Tournament_2004
9,Battlefield_Vietnam
10,Dungeon_Siege
11,Rome:_Total_War
12,Battlefield_2
13,Black_Widow_Games
14,Battlefield_2142
15,List_of_GoldSrc_mods
16,Battlefield_1942:_Secret_Weapons_of_WWII
17,Beyond_the_Red_Line
18,MechWarrior:_Living_Legends
19,Grand_Theft_Auto_modding
