,related titles
0,Super_Smash_Bros.
1,Ōkami
2,Capcom_Five
3,Cars_(video_game)
4,Hideki_Kamiya
5,PlatinumGames
6,Sega_Superstars_Tennis
7,Bayonetta_(video_game)
8,Sonic_&_Sega_All-Stars_Racing
9,Bayonetta_(character)
10,Sonic_Colors
11,List_of_Sonic_the_Hedgehog_video_games
12,Super_Smash_Bros._for_Nintendo_3DS_and_Wii_U
13,Rayman_Legends
14,Sonic_&_All-Stars_Racing_Transformed
15,The_Wonderful_101
16,Bayonetta_2
17,Mario_&_Sonic_at_the_Rio_2016_Olympic_Games
18,Quest_of_Dungeons
19,Bayonetta_3
