,related titles
0,EarthBound
1,Boss_(video_games)
2,Role-playing_video_game
3,List_of_Pokémon_video_games
4,Sans
5,Characters_in_the_Super_Smash_Bros._series
6,Dark_Souls_(video_game)
7,The_Witcher_3:_Wild_Hunt
8,EarthBound_fandom
9,Dark_Souls
10,Dragon_Quest_Builders
11,Toby_Fox
12,Flowey
13,Toriel
14,Deltarune
15,Sans_(Undertale)
16,Lena_Raine
17,Music_of_Deltarune
18,Undertale_Soundtrack
19,Pokémon_Scarlet_and_Violet
