,related titles
0,Shigeru_Miyamoto
1,Super_Mario_World
2,Mario
3,Bowser
4,Super_Mario_64
5,Super_Mario_Bros.:_The_Lost_Levels
6,Super_Mario_Sunshine
7,Donkey_Kong_Jungle_Beat
8,Nintendo_Entertainment_Analysis_&_Development
9,Super_Mario_128
10,New_Super_Mario_Bros.
11,Super_Mario
12,Yoshiaki_Koizumi
13,Mario_(franchise)
14,New_Super_Mario_Bros._Wii
15,Super_Mario_Galaxy_2
16,Super_Mario_All-Stars
17,Rosalina_(Mario)
18,Super_Mario_3D_World
19,Super_Mario_Bros.
