,related titles
0,Boss_(video_games)
1,Hellgate:_London
2,Dungeons_&_Dragons:_Shadow_over_Mystara
3,Rift_(video_game)
4,Soulcalibur_V
5,Pillars_of_Eternity
6,MediEvil
7,Borderlands_3
8,Rise_of_the_Tomb_Raider
9,Hidetaka_Miyazaki
10,Wolfenstein:_The_Old_Blood
11,Dark_Souls_III
12,Dark_Souls
13,World_of_Warcraft:_Legion
14,Enter_the_Gungeon
15,Runestone_Keeper
16,Ornstein_and_Smough
17,Elden_Ring
18,Diablo_IV
19,Soulslike
