,related titles
0,Nemesis_(disambiguation)
1,Survivor
2,Abyss
3,Genesis
4,Shadow_(disambiguation)
5,Exile_(disambiguation)
6,Magician
7,Nightmare_(disambiguation)
8,Leviathan_(disambiguation)
9,Lucky
10,Countdown_(disambiguation)
11,Sleeping_Dogs
12,Legacy
13,Demon_(disambiguation)
14,Outcast
15,The_Survivor
16,Once_Upon_a_Time
17,Unexpected
18,Frontier_(disambiguation)
19,The_Circle
