,related titles
0,Metroid
1,Super_Metroid
2,Metroid_Fusion
3,Metroid_Prime_2:_Echoes
4,Metroid:_Zero_Mission
5,Ridley_(Metroid)
6,Metroid_Prime_Hunters
7,Retro_Studios
8,Metroid_Prime_Pinball
9,Metroid_Prime_3:_Corruption
10,Metroid_Dread
11,"Kenji_Yamamoto_(composer,_born_1964)"
12,Metroid_Prime:_Trilogy
13,List_of_Metroid_media
14,Samus_Aran
15,Metroid_(video_game)
16,Metroid:_Other_M
17,Characters_in_the_Metroid_series
18,Metroid_Prime:_Federation_Force
19,Metroid_(fictional_species)
