,related titles
0,Halo:_Combat_Evolved
1,343_Guilty_Spark
2,Halo:_The_Flood
3,Flood_(Halo)
4,Cortana_(Halo)
5,Master_Chief_(Halo)
6,Halo_3
7,Gravemind
8,Arbiter_(Halo)
9,Halo_(franchise)
10,List_of_Halo_characters
11,Marketing_of_Halo_3
12,Halo_4
13,Halo_3:_ODST
14,Halo_Wars
15,Halo:_Reach
16,Halo:_Combat_Evolved_Anniversary
17,Halo_5:_Guardians
18,Halo:_The_Master_Chief_Collection
19,Halo_Infinite
