,related titles
0,Koopa_Troopa
1,Shigeru_Miyamoto
2,Super_Mario_World
3,Luigi
4,Mario
5,Yoshi
6,Bowser
7,Yoshi's_Island
8,Super_Mario_Sunshine
9,Koopalings
10,Characters_in_the_Mario_franchise
11,Chain_Chomp
12,Super_Mario_Galaxy
13,Super_Mario
14,New_Super_Mario_Bros._Wii
15,Toad_(Nintendo)
16,New_Super_Mario_Bros._U
17,Super_Mario_All-Stars
18,Rosalina_(Mario)
19,Super_Mario_3D_World
